"STUB_1","STUB_2","1/28/22","1/21/22","1/29/21","1/31/20","1/28/22","1/29/21"
"Crude Oil Production ","Domestic Production","11,500","11,600","10,900","12,900","11,625","10,950"
"Crude Oil Production ","Alaska","443","449","508","485","452","509"
"Crude Oil Production ","Lower 48","11,100","11,200","10,400","12,400","11,175","10,450"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,248","15,497","14,641","15,972","15,443","14,693"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","689","662","571","748","688","591"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,844","3,933","3,552","3,722","3,902","3,622"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,090","8,259","8,079","8,655","8,255","8,032"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","601","596","560","596","589","556"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,025","2,046","1,877","2,251","2,009","1,892"
"Refiner Inputs and Utilization ","Gross Inputs","15,714","15,897","15,135","16,445","15,902","15,101"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","715","714","611","807","717","616"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,851","3,942","3,564","3,744","3,910","3,627"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,390","8,474","8,395","8,907","8,542","8,287"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","605","597","562","596","591","556"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,153","2,170","2,003","2,391","2,143","2,014"
"Refiner Inputs and Utilization ","Operable Capacity","18,132","18,132","18,386","18,808","18,132","18,386"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","818","818","889","1,224","818","889"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,191","4,191","4,177","4,147","4,191","4,177"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,751","9,751","9,956","9,876","9,751","9,956"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","657","657","650","687","657","650"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,715","2,715","2,714","2,875","2,715","2,714"
"Refiner Inputs and Utilization ","Percent Utilization","86.7","87.7","82.3","87.4","87.7","82.1"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","87.4","87.3","68.7","65.9","87.6","69.2"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","91.9","94.1","85.3","90.3","93.3","86.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","86.0","86.9","84.3","90.2","87.6","83.2"
