"STUB_1","STUB_2","2/3/17","1/27/17","2/5/16","2/6/15","2/3/17","2/5/16"
"Crude Oil Production ","Domestic Production","8,978","8,915","9,186","9,226","8,950","9,214"
"Crude Oil Production ","Alaska","518","528","513","472","522","519"
"Crude Oil Production ","Lower 48","8,460","8,387","8,673","8,754","8,428","8,696"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,893","15,947","15,510","15,564","16,089","15,739"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,071","1,089","1,030","1,068","1,052","1,122"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,693","3,763","3,707","3,561","3,722","3,762"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,206","8,232","8,010","7,995","8,373","7,961"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","601","615","439","596","608","536"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,322","2,249","2,325","2,344","2,334","2,357"
"Refiner Inputs and Utilization ","Gross Inputs","16,207","16,302","15,643","16,013","16,392","15,900"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,073","1,081","1,022","1,073","1,047","1,118"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,695","3,763","3,709","3,564","3,723","3,766"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,293","8,391","7,992","8,312","8,487","7,961"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","603","618","443","599","610","536"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,544","2,449","2,477","2,465","2,526","2,520"
"Refiner Inputs and Utilization ","Operable Capacity","18,474","18,474","18,172","17,790","18,474","18,137"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,278","1,278","1,273","1,269","1,278","1,273"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,957","3,957","3,878","3,798","3,957","3,878"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,620","9,620","9,437","9,170","9,620","9,403"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","696","696","651","647","696","651"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,924","2,924","2,933","2,907","2,924","2,933"
"Refiner Inputs and Utilization ","Percent Utilization","87.7","88.2","86.1","90.0","88.7","87.7"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","84.0","84.6","80.3","84.5","81.9","87.8"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","93.4","95.1","95.6","93.8","94.1","97.1"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","86.2","87.2","84.7","90.6","88.2","84.7"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","86.7","88.8","68.1","92.7","87.6","82.3"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","87.0","83.8","84.5","84.8","86.4","85.9"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","432","-333","408","643","-90","104"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,108","1,976","2,213","1,920","2,028","2,083"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","70","-68","76","119","21","51"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,853","-2,256","-1,974","-1,594","-2,161","-2,020"
