"STUB_1","STUB_2","2/7/20","1/31/20","2/8/19","2/9/18","2/7/20","2/8/19"
"Crude Oil Production ","Domestic Production","13,000","12,900","11,900","10,271","12,975","11,900"
"Crude Oil Production ","Alaska","487","485","498","519","485","494"
"Crude Oil Production ","Lower 48","12,500","12,400","11,400","9,752","12,475","11,400"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,020","15,972","15,768","16,162","16,193","16,478"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","738","748","849","999","745","929"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,754","3,722","3,454","3,763","3,746","3,785"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,554","8,655","8,555","8,431","8,789","8,741"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","635","596","624","665","608","637"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,339","2,251","2,287","2,303","2,306","2,387"
"Refiner Inputs and Utilization ","Gross Inputs","16,545","16,445","15,989","16,632","16,605","16,724"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","806","807","853","1,001","789","934"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,779","3,744","3,448","3,748","3,768","3,791"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,960","8,907","8,640","8,740","9,059","8,836"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","635","596","622","664","608","635"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,365","2,391","2,426","2,480","2,380","2,528"
"Refiner Inputs and Utilization ","Operable Capacity","18,808","18,808","18,604","18,513","18,808","18,604"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,224","1,224","1,224","1,182","1,224","1,224"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,147","4,147","4,094","4,013","4,147","4,094"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,876","9,876","9,765","9,777","9,876","9,765"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","687","687","683","693","687","683"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,875","2,875","2,838","2,848","2,875","2,838"
"Refiner Inputs and Utilization ","Percent Utilization","88.0","87.4","85.9","89.8","88.3","89.9"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","65.8","65.9","69.7","84.7","64.5","76.3"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","91.1","90.3","84.2","93.4","90.9","92.6"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","90.7","90.2","88.5","89.4","91.7","90.5"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","92.5","86.8","91.1","95.8","88.6","92.9"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","82.3","83.2","85.5","87.1","82.8","89.1"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","527","727","435","321","440","331"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,291","2,420","2,338","2,253","2,314","2,276"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-25","96","190","75","39","27"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,827","-1,880","-2,265","-2,002","-1,976","-2,045"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-36","-45","-32","-96","-44","-45"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","124","136","204","91","107","118"
"Refiner and Blender Net Inputs ","RBOB","566","625","525","495","528","499"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","560","544","583","582","565","528"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-13","73","19","4","33","41"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-87","-86","-206","-167","-141","-178"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","107","94","129","77","71","108"
"Refiner and Blender Net Inputs ","CBOB","-134","-157","-271","-322","-204","-407"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,641","1,682","1,603","1,464","1,579","1,536"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-15","25","183","128","21","11"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,805","-1,859","-2,077","-1,863","-1,819","-1,936"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-51","-48","-42","-72","-43","-45"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","97","42","61","21","59","27"
"Refiner and Blender Net Inputs ","GTAB","28","50","75","69","57","67"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","28","50","75","69","57","67"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","67","210","106","79","59","171"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","62","145","78","138","113","146"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","3","-2","-13","-57","-15","-25"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","65","64","18","29","-16","68"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","15","3","9","-24","-1","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-79","0","14","-7","-22","-17"
"Refiner and Blender Net Inputs ","Fuel Ethanol","873","888","873","882","874","878"
