"STUB_1","STUB_2","12/10/21","12/3/21","12/11/20","12/13/19","12/10/21","12/11/20"
"Crude Oil Production ","Domestic Production","11,700","11,700","11,000","12,800","11,625","11,050"
"Crude Oil Production ","Alaska","449","454","501","481","451","504"
"Crude Oil Production ","Lower 48","11,300","11,200","10,500","12,300","11,175","10,550"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,670","15,785","14,183","16,562","15,681","14,224"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","711","742","599","825","731","598"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,938","3,960","3,393","3,840","3,882","3,448"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,392","8,350","7,845","8,788","8,407","7,785"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","585","574","527","666","561","552"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,044","2,159","1,819","2,443","2,101","1,841"
"Refiner Inputs and Utilization ","Gross Inputs","16,280","16,287","14,544","17,033","16,180","14,613"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","734","756","600","834","743","606"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,947","3,965","3,403","3,860","3,884","3,461"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,775","8,672","8,046","9,071","8,718","8,002"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","586","575","533","664","562","549"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,237","2,319","1,962","2,604","2,274","1,994"
"Refiner Inputs and Utilization ","Operable Capacity","18,130","18,130","18,386","18,808","18,130","18,504"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","818","818","889","1,224","818","889"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,191","4,191","4,177","4,147","4,191","4,177"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,751","9,751","9,956","9,876","9,751","9,970"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","657","657","650","687","657","674"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,714","2,714","2,714","2,875","2,714","2,794"
"Refiner Inputs and Utilization ","Percent Utilization","89.8","89.8","79.1","90.6","89.2","79.0"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","89.8","92.4","67.4","68.1","90.8","68.2"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","94.2","94.6","81.5","93.1","92.7","82.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","90.0","88.9","80.8","91.8","89.4","80.3"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","89.3","87.6","81.9","96.7","85.6","81.5"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","82.4","85.4","72.3","90.6","83.8","71.4"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","279","-419","552","172","85","190"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,256","2,240","2,127","2,376","2,328","2,048"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-92","-91","164","136","32","50"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,953","-2,508","-1,853","-2,365","-2,321","-1,923"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-2","2","-27","-56","8","-46"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","70","-62","142","81","39","61"
"Refiner and Blender Net Inputs ","RBOB","337","336","486","537","435","357"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","331","292","486","536","408","457"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","57","69","61","80","31","19"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-60","-38","-151","-164","-56","-138"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","10","12","90","84","52","19"
"Refiner and Blender Net Inputs ","CBOB","-242","-624","-514","-272","-415","-490"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,590","1,630","1,350","1,603","1,603","1,400"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-113","-125","103","41","19","45"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,776","-2,164","-1,946","-1,886","-2,067","-1,903"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","8","-4","-39","-55","10","-49"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","47","39","19","24","21","17"
"Refiner and Blender Net Inputs ","GTAB","74","179","45","94","119","70"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","74","179","45","94","119","70"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","109","-310","535","-187","-54","253"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","260","140","246","143","198","121"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-35","-36","0","14","-17","-14"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-117","-306","244","-316","-198","118"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-11","6","13","-1","-3","3"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","13","-113","33","-28","-33","25"
"Refiner and Blender Net Inputs ","Fuel Ethanol","879","862","802","912","878","791"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","318","315","292","335","318","287"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","236","229","216","248","235","212"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","147","146","137","148","149","134"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","29","29","24","30","29","25"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","148","143","133","152","146","133"
"Refiner and Blender Net Production ","Finished Motor Gasoline","10,042","9,563","8,522","9,840","9,838","8,574"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,775","9,338","8,893","10,086","9,648","8,708"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,081","3,059","2,806","3,233","3,103","2,745"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,471","2,368","2,297","2,640","2,451","2,271"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,416","2,165","2,199","2,378","2,326","2,143"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","341","348","274","321","340","268"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,466","1,397","1,317","1,513","1,427","1,281"
"Refiner and Blender Net Production ","Adjustment","267","225","-370","-246","190","-134"
"Refiner and Blender Net Production ","Reformulated","3,026","2,910","2,706","3,205","2,977","2,663"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,188","1,153","1,069","1,297","1,174","1,050"
"Refiner and Blender Net Production ","Midwest (PADD 2)","334","322","309","375","320","295"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","460","438","412","464","456","402"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,044","997","916","1,069","1,027","917"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,026","2,910","2,706","3,205","2,977","2,663"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,188","1,153","1,069","1,297","1,174","1,050"
"Refiner and Blender Net Production ","Midwest (PADD 2)","334","322","309","375","320","295"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","459","438","412","464","456","402"
