"STUB_1","STUB_2","11/11/22","11/4/22","11/12/21","11/13/20","11/11/22","11/12/21"
"Crude Oil Production ","Domestic Production","12,100","12,100","11,400","10,900","12,025","11,425"
"Crude Oil Production ","Alaska","448","446","443","514","443","441"
"Crude Oil Production ","Lower 48","11,700","11,700","11,000","10,400","11,625","11,025"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,152","16,089","15,397","13,841","15,880","15,208"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","817","804","681","577","813","650"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,676","3,824","3,692","3,440","3,747","3,746"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,837","8,619","8,370","7,415","8,561","8,191"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","578","588","523","550","597","522"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,244","2,254","2,131","1,859","2,162","2,099"
"Refiner Inputs and Utilization ","Gross Inputs","16,688","16,551","15,940","14,414","16,368","15,684"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","834","825","683","606","835","652"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,674","3,831","3,692","3,450","3,751","3,745"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,140","8,913","8,749","7,787","8,867","8,519"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","576","587","523","550","597","523"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,465","2,396","2,293","2,021","2,318","2,246"
"Refiner Inputs and Utilization ","Operable Capacity","17,962","17,962","18,130","18,622","17,962","18,130"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","818","818","818","889","818","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,197","4,197","4,191","4,177","4,197","4,190"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,625","9,625","9,751","9,983","9,625","9,751"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","663","663","657","698","663","657"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,659","2,659","2,714","2,875","2,659","2,714"
"Refiner Inputs and Utilization ","Percent Utilization","92.9","92.1","87.9","77.4","91.1","86.5"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","102.0","100.9","83.5","68.2","102.1","79.7"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","87.5","91.3","88.1","82.6","89.4","89.4"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","95.0","92.6","89.7","78.0","92.1","87.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","86.8","88.5","79.6","78.8","90.0","79.6"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","92.7","90.1","84.5","70.3","87.2","82.8"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","421","312","536","233","555","493"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,377","2,383","2,406","2,156","2,411","2,431"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","212","326","269","104","287","257"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,185","-2,370","-2,419","-2,041","-2,193","-2,383"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-9","4","33","-50","2","36"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","26","-30","247","64","49","152"
"Refiner and Blender Net Inputs ","RBOB","278","343","582","455","405","527"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","328","417","552","480","427","455"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","32","143","91","-7","81","56"
