"STUB_1","STUB_2","3/13/15","3/6/15","3/14/14","3/15/13","3/13/15","3/14/14"
"Crude Oil Production ","Domestic Production","9,419","9,366","8,215","7,150","9,349","8,133"
"Crude Oil Production ","Alaska","508","494","526","526","501","516"
"Crude Oil Production ","Lower 48","8,911","8,872","7,689","6,624","8,848","7,618"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,436","15,300","14,951","14,514","15,273","15,112"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,045","1,031","1,073","981","933","1,003"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,562","3,554","3,302","3,444","3,546","3,426"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,871","7,819","7,661","7,183","7,881","7,725"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","610","604","590","607","620","564"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,348","2,293","2,325","2,299","2,294","2,394"
"Refiner Inputs and Utilization ","Gross Inputs","15,681","15,612","15,251","14,787","15,562","15,452"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,049","1,038","1,086","989","945","1,020"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,565","3,559","3,309","3,375","3,548","3,432"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,987","7,995","7,765","7,385","8,031","7,843"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","612","606","591","608","623","566"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,467","2,414","2,500","2,430","2,415","2,592"
"Refiner Inputs and Utilization ","Operable Capacity","17,791","17,791","17,818","17,703","17,791","17,818"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,269","1,269","1,297","1,293","1,269","1,297"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,798","3,798","3,769","3,723","3,798","3,769"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,171","9,171","9,093","9,030","9,171","9,093"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","647","647","630","625","647","630"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,907","2,907","3,029","3,032","2,907","3,029"
"Refiner Inputs and Utilization ","Percent Utilization","88.1","87.8","85.6","83.5","87.5","86.7"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","82.7","81.8","83.7","76.5","74.5","78.6"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","93.9","93.7","87.8","90.7","93.4","91.1"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","87.1","87.2","85.4","81.8","87.6","86.3"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","94.6","93.7","93.8","97.3","96.2","89.8"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","84.9","83.1","82.5","80.2","83.1","85.6"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","858","793","890","316","825","800"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,098","2,009","2,054","1,985","2,103","1,992"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","304","246","501","158","281","372"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,827","-1,692","-1,862","-1,997","-1,809","-1,803"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","12","-9","24","-9","-7","19"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","272","238","174","179","257","221"
"Refiner and Blender Net Inputs ","RBOB","374","476","351","445","459","423"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","537","538","464","450","570","486"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-18","-6","66","33","4","63"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-241","-186","-288","-204","-231","-235"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","96","129","110","166","115","108"
"Refiner and Blender Net Inputs ","CBOB","344","116","118","-217","210","148"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,464","1,361","1,410","1,291","1,389","1,386"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","282","191","238","88","247","215"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,555","-1,552","-1,641","-1,582","-1,527","-1,590"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","6","26","5","-19","-9","4"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","147","91","107","5","110","132"
"Refiner and Blender Net Inputs ","GTAB","8","52","0","50","30","34"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","8","52","0","50","30","34"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","132","148","421","37","126","196"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","88","58","179","193","114","86"
