"STUB_1","STUB_2","8/25/23","8/18/23","8/26/22","8/27/21","8/25/23","8/26/22"
"Crude Oil Production ","Domestic Production","12,800","12,800","12,100","11,500","12,725","12,100"
"Crude Oil Production ","Alaska","402","402","418","404","391","418"
"Crude Oil Production ","Lower 48","12,400","12,400","11,700","11,100","12,325","11,700"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,603","16,776","16,238","15,938","16,676","16,374"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","755","784","795","612","774","800"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,214","4,138","3,849","3,943","4,115","3,889"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,906","9,010","8,844","8,650","8,972","8,977"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","606","607","620","630","609","620"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,123","2,235","2,130","2,103","2,206","2,088"
"Refiner Inputs and Utilization ","Gross Inputs","17,041","17,258","16,628","16,549","17,185","16,788"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","777","815","798","693","795","806"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,234","4,160","3,892","3,949","4,132","3,902"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,139","9,314","9,066","9,007","9,296","9,251"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","640","605","619","630","616","620"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,252","2,365","2,252","2,269","2,347","2,210"
"Refiner Inputs and Utilization ","Operable Capacity","18,270","18,270","17,944","18,128","18,270","17,944"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","818","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,206","4,206","4,197","4,188","4,206","4,197"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,917","9,917","9,607","9,751","9,917","9,607"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","650","663","657","650","663"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,620","2,620","2,659","2,714","2,620","2,659"
"Refiner Inputs and Utilization ","Percent Utilization","93.3","94.5","92.7","91.3","94.1","93.6"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","88.5","92.8","97.6","84.7","90.5","98.5"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","100.7","98.9","92.7","94.3","98.2","93.0"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","92.2","93.9","94.4","92.4","93.7","96.3"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","98.4","93.0","93.4","96.0","94.7","93.4"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","86.0","90.3","84.7","83.6","89.6","83.1"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","957","688","879","718","805","904"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,563","2,522","2,525","2,504","2,535","2,534"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","200","237","318","309","231","356"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,943","-2,224","-2,154","-2,149","-2,087","-2,165"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","17","29","15","-23","24","32"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","120","125","175","77","102","146"
"Refiner and Blender Net Inputs ","RBOB","266","306","360","307","303","320"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","370","569","509","470","528","537"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","49","15","82","67","32","60"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-273","-319","-360","-239","-329","-401"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","121","41","128","10","73","123"
"Refiner and Blender Net Inputs ","CBOB","321","208","96","-45","267","405"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,674","1,693","1,571","1,566","1,662","1,664"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","120","183","213","229","170","308"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,540","-1,681","-1,685","-1,802","-1,600","-1,602"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","32","17","14","-24","29","34"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","34","-4","-17","-13","4","0"
"Refiner and Blender Net Inputs ","GTAB","260","96","62","186","132","63"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","260","96","62","186","132","63"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","110","78","361","270","103","117"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","259","163","383","282","213","270"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","31","39","23","14","29","-12"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-129","-223","-110","-107","-159","-162"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-16","11","2","1","-5","-3"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-35","88","63","80","26","23"
"Refiner and Blender Net Inputs ","Fuel Ethanol","920","915","906","926","921","916"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","331","329","327","330","331","330"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","256","251","248","259","253","250"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","157","155","148","150","156","151"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","31","29","32","32","30","33"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","146","151","150","155","151","152"
"Refiner and Blender Net Production ","Finished Motor Gasoline","10,005","9,715","9,778","9,885","9,806","9,831"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,815","9,614","9,782","9,917","9,819","9,826"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,280","3,246","3,217","3,206","3,267","3,236"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,538","2,533","2,514","2,645","2,568","2,549"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,226","2,009","2,228","2,223","2,168","2,196"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","346","351","354","327","344","369"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,425","1,475","1,470","1,516","1,471","1,477"
"Refiner and Blender Net Production ","Adjustment","190","100","-4","-31","-12","4"
"Refiner and Blender Net Production ","Reformulated","3,027","3,016","2,976","3,113","3,047","3,008"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,179","1,167","1,157","1,221","1,189","1,180"
"Refiner and Blender Net Production ","Midwest (PADD 2)","342","326","325","353","334","327"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","495","481","469","454","486","472"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,010","1,043","1,026","1,086","1,038","1,028"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,027","3,016","2,976","3,113","3,047","3,008"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,179","1,166","1,157","1,221","1,188","1,180"
"Refiner and Blender Net Production ","Midwest (PADD 2)","342","326","325","353","334","327"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","495","481","469","454","486","472"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,010","1,043","1,026","1,086","1,038","1,028"
"Refiner and Blender Net Production ","Other","0","0","0","0","0","0"
