"STUB_1","STUB_2","3/2/12","2/24/12","3/4/11","3/5/10","3/2/12","3/4/11"
"Crude Oil Production ","Domestic Production","5,806","5,814","5,593","5,527","5,814","5,600"
"Crude Oil Production ","Alaska","571","579","598","656","579","605"
"Crude Oil Production ","Lower 48","5,235","5,235","4,995","4,871","5,235","4,995"
"Refiner Inputs and Utilization ","Crude Oil Inputs","14,589","14,607","13,943","13,925","14,701","13,785"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","923","928","1,068","1,111","922","1,004"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,410","3,485","3,176","3,161","3,474","3,284"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,407","7,350","6,712","6,878","7,412","6,671"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","578","563","551","466","570","545"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,271","2,282","2,437","2,309","2,321","2,281"
"Refiner Inputs and Utilization ","Gross Inputs","14,868","14,826","14,429","14,280","14,936","14,230"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","936","944","1,048","1,117","933","984"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,420","3,504","3,225","3,171","3,489","3,323"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,502","7,392","6,946","7,067","7,493","6,889"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","579","566","553","473","573","547"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,432","2,420","2,658","2,452","2,448","2,487"
"Refiner Inputs and Utilization ","Operable Capacity","17,730","17,730","17,594","17,688","17,730","17,594"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,618","1,618","1,397","–","1,618","1,397"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,721","3,721","3,728","–","3,721","3,728"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,640","8,640","8,626","–","8,640","8,626"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","624","624","623","–","624","623"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","3,128","3,128","3,219","–","3,128","3,219"
"Refiner Inputs and Utilization ","Percent Utilization","83.9","83.6","82.0","80.7","84.2","80.9"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","57.8","58.3","75.0","–","57.6","70.4"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","91.9","94.2","86.5","–","93.8","89.1"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","86.8","85.6","80.5","–","86.7","79.9"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","92.8","90.7","88.7","–","91.9","87.9"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","77.8","77.4","82.6","–","78.3","77.3"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","434","608","1,067","614","479","981"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,024","2,012","2,025","–","2,003","2,006"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-49","10","167","–","-14","151"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,722","-1,689","-1,332","–","-1,710","-1,351"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","1","-5","15","–","-1","6"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","179","279","191","–","201","170"
"Refiner and Blender Net Inputs ","RBOB","307","198","446","–","257","410"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","374","343","455","–","366","405"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","44","9","-3","–","24","32"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-223","-287","-204","–","-246","-168"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","–","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","111","132","198","–","113","141"
"Refiner and Blender Net Inputs ","CBOB","-130","84","444","–","-27","373"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,367","1,362","1,378","–","1,337","1,346"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-160","-49","126","–","-76","127"
