"STUB_1","STUB_2","6/16/23","6/9/23","6/17/22","6/18/21","6/16/23","6/17/22"
"Crude Oil Production ","Domestic Production","12,200","12,400","12,000","11,100","12,300","11,950"
"Crude Oil Production ","Alaska","425","422","404","445","424","433"
"Crude Oil Production ","Lower 48","11,800","12,000","11,600","10,700","11,900","11,550"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,470","16,586","16,263","16,112","16,467","16,251"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","599","744","789","707","705","793"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,024","3,880","3,999","4,037","3,902","3,949"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,904","9,158","8,729","8,585","9,011","8,828"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","601","580","614","540","586","524"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,342","2,225","2,132","2,243","2,264","2,157"
"Refiner Inputs and Utilization ","Gross Inputs","17,011","17,114","16,858","16,678","17,047","16,797"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","701","781","800","716","769","805"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,010","3,908","3,963","4,047","3,907","3,940"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,195","9,494","9,180","8,981","9,367","9,217"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","601","580","613","539","586","523"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,504","2,350","2,302","2,395","2,418","2,312"
"Refiner Inputs and Utilization ","Operable Capacity","18,270","18,270","17,944","18,090","18,151","17,943"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","818","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,206","4,206","4,197","4,188","4,206","4,197"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,917","9,917","9,607","9,713","9,797","9,607"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","650","663","657","650","662"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,620","2,620","2,659","2,714","2,620","2,659"
"Refiner Inputs and Utilization ","Percent Utilization","93.1","93.7","94.0","92.2","93.9","93.6"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","79.9","89.0","97.8","87.6","87.6","98.4"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","95.3","92.9","94.4","96.6","92.9","93.9"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","92.7","95.7","95.6","92.5","95.6","95.9"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","92.4","89.3","92.4","82.1","90.2","78.9"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","95.6","89.7","86.5","88.3","92.3","87.0"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","410","565","686","968","428","753"
