"STUB_1","STUB_2","3/3/23","2/24/23","3/4/22","3/5/21","3/3/23","3/4/22"
"Crude Oil Production ","Domestic Production","12,200","12,300","11,600","10,900","12,275","11,600"
"Crude Oil Production ","Alaska","440","445","441","459","447","450"
"Crude Oil Production ","Lower 48","11,800","11,900","11,200","10,400","11,850","11,150"
"Refiner Inputs and Utilization ","Crude Oil Inputs","14,967","14,979","15,377","12,310","14,996","15,231"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","669","706","660","616","680","660"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,825","3,812","3,751","3,332","3,815","3,885"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,002","7,996","8,335","5,851","8,007","8,078"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","527","549","587","580","510","566"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","1,945","1,916","2,043","1,931","1,984","2,042"
"Refiner Inputs and Utilization ","Gross Inputs","15,480","15,450","15,967","12,695","15,489","15,795"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","684","723","700","636","705","697"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,829","3,819","3,762","3,339","3,818","3,899"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,365","8,299","8,714","6,047","8,339","8,439"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","527","546","586","576","508","566"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,075","2,063","2,204","2,097","2,119","2,194"
"Refiner Inputs and Utilization ","Operable Capacity","18,002","18,002","17,877","18,386","18,002","18,068"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","889","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,197","4,197","4,191","4,177","4,197","4,191"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,628","9,628","9,496","9,956","9,628","9,688"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","650","657","650","650","657"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,650","2,650","2,715","2,714","2,650","2,715"
