"STUB_1","STUB_2","11/29/24","11/22/24","12/1/23","12/2/22","11/29/24","12/1/23"
"Crude Oil Production ","Domestic Production","13,513","13,493","13,100","12,200","13,402","13,175"
"Crude Oil Production ","Alaska","446","444","431","450","441","429"
"Crude Oil Production ","Lower 48","13,067","13,049","12,700","11,700","12,969","12,775"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,910","16,295","16,201","16,585","16,486","15,782"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","761","735","799","760","739","740"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,952","3,600","3,840","3,982","3,767","3,761"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,401","9,185","8,856","8,954","9,221","8,635"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","609","601","568","573","598","586"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,188","2,174","2,139","2,315","2,160","2,060"
"Refiner Inputs and Utilization ","Gross Inputs","17,094","16,581","16,537","17,162","16,741","16,148"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","763","738","812","778","748","751"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,959","3,610","3,860","3,986","3,744","3,780"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,486","9,359","9,056","9,368","9,396","8,869"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","607","599","571","586","596","590"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,279","2,276","2,237","2,445","2,257","2,159"
"Refiner Inputs and Utilization ","Operable Capacity","18,326","18,326","18,272","17,962","18,326","18,272"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","910","910","878","818","910","878"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,246","4,246","4,208","4,197","4,246","4,208"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,987","9,987","9,917","9,625","9,987","9,917"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","652","652","650","663","652","650"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,531","2,531","2,620","2,659","2,531","2,620"
"Refiner Inputs and Utilization ","Percent Utilization","93.3","90.5","90.5","95.5","91.4","88.4"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","83.9","81.1","92.5","95.1","82.2","85.6"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","93.2","85.0","91.7","95.0","88.2","89.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","95.0","93.7","91.3","97.3","94.1","89.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","93.1","91.8","87.9","88.4","91.5","90.8"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","90.0","89.9","85.4","91.9","89.2","82.4"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","-8","111","161","-310","229","407"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,289","2,451","2,341","2,264","2,418","2,442"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-101","34","26","-35","30","59"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,314","-2,434","-2,254","-2,460","-2,319","-2,251"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","31","21","20","9","32","31"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","87","38","29","-89","68","126"
"Refiner and Blender Net Inputs ","RBOB","471","607","498","344","559","620"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","547","536","506","416","554","548"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","45","99","78","44","73","69"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-171","-150","-130","-74","-156","-109"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","49","44","33","0","49","35"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","1","77","12","-43","38","77"
"Refiner and Blender Net Inputs ","CBOB","-571","-267","-260","-497","-308","-231"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,663","1,725","1,627","1,595","1,702","1,669"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-151","-35","-15","-108","-28","24"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,140","-1,924","-1,903","-2,020","-1,999","-1,952"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-15","-18","12","28","-8","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","72","-14","19","8","25","27"
"Refiner and Blender Net Inputs ","GTAB","61","44","99","66","32","41"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","61","44","99","66","32","41"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","31","-273","-175","-223","-54","-23"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","18","145","109","187","129","184"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","6","-30","-37","29","-15","-34"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-3","-360","-220","-366","-164","-190"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-4","-4","-25","-19","-9","-4"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","15","-25","-2","-55","5","21"
"Refiner and Blender Net Inputs ","Fuel Ethanol","873","890","864","848","891","882"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","313","327","315","309","325","320"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","237","240","236","232","241","238"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","153","152","144","142","153","150"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","29","29","32","29","29","32"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","140","141","137","137","143","142"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,496","9,744","9,517","9,065","9,699","9,410"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,496","9,491","9,531","9,245","9,550","9,515"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,066","3,228","3,096","3,000","3,183","3,158"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,395","2,433","2,400","2,322","2,439","2,440"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,259","2,120","2,335","2,256","2,174","2,201"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","358","349","349","338","353","347"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,417","1,361","1,351","1,329","1,402","1,394"
"Refiner and Blender Net Production ","Adjustment","1","254","-14","-180","148","-105"
"Refiner and Blender Net Production ","Reformulated","2,972","3,029","2,895","2,810","3,029","3,006"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,124","1,173","1,149","1,111","1,163","1,178"
"Refiner and Blender Net Production ","Midwest (PADD 2)","332","343","332","326","338","340"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","500","490","443","438","493","476"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","54","49","48","0","54","42"
"Refiner and Blender Net Production ","West Coast (PADD 5)","962","974","924","935","981","970"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","2,972","3,029","2,895","2,810","3,029","3,006"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,124","1,173","1,149","1,111","1,163","1,178"
"Refiner and Blender Net Production ","Midwest (PADD 2)","332","343","332","326","338","340"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","500","490","443","438","493","476"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","54","49","48","0","54","42"
"Refiner and Blender Net Production ","West Coast (PADD 5)","962","974","924","935","981","970"
"Refiner and Blender Net Production ","Other","0","0","0","0","0","0"
"Refiner and Blender Net Production ","East Coast (PADD 1)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Conventional","6,524","6,462","6,636","6,435","6,521","6,534"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,943","2,054","1,947","1,889","2,019","1,980"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,063","2,090","2,068","1,997","2,101","2,100"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1,759","1,630","1,892","1,818","1,680","1,725"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","304","300","301","338","299","305"
"Refiner and Blender Net Production ","West Coast (PADD 5)","455","387","428","394","421","424"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","5,599","5,733","5,571","5,530","5,729","5,679"
