"STUB_1","STUB_2","4/8/16","4/1/16","4/10/15","4/11/14","4/8/16","4/10/15"
"Crude Oil Production ","Domestic Production","8,977","9,008","9,384","8,301","9,011","9,399"
"Crude Oil Production ","Alaska","518","524","523","554","517","517"
"Crude Oil Production ","Lower 48","8,459","8,484","8,861","7,747","8,495","8,882"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,941","16,433","16,212","15,613","16,107","15,850"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,146","1,137","1,097","1,018","1,091","1,089"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,188","3,401","3,714","3,474","3,310","3,541"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,698","8,932","8,368","8,138","8,734","8,288"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","534","540","607","524","556","568"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,374","2,422","2,427","2,459","2,416","2,364"
"Refiner Inputs and Utilization ","Gross Inputs","16,207","16,615","16,513","15,929","16,328","16,092"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,142","1,134","1,102","1,027","1,089","1,094"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,196","3,402","3,717","3,482","3,314","3,548"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,796","8,973","8,532","8,227","8,812","8,400"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","535","538","607","525","556","570"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,539","2,568","2,556","2,669","2,557","2,480"
"Refiner Inputs and Utilization ","Operable Capacity","18,172","18,172","17,889","17,933","18,172","17,840"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,273","1,273","1,269","1,297","1,273","1,269"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,878","3,878","3,859","3,818","3,878","3,829"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,437","9,437","9,196","9,154","9,437","9,184"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","651","651","647","631","651","647"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,933","2,933","2,918","3,034","2,933","2,913"
"Refiner Inputs and Utilization ","Percent Utilization","89.2","91.4","92.3","88.8","89.9","90.2"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","89.7","89.1","86.9","79.2","85.6","86.2"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","82.4","87.7","96.3","91.2","85.5","92.7"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","93.2","95.1","92.8","89.9","93.4","91.5"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","82.2","82.7","93.8","83.1","85.3","88.1"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","86.6","87.6","87.6","88.0","87.2","85.1"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","819","607","1,117","1,037","740","970"
