"STUB_1","STUB_2","5/3/24","4/26/24","5/5/23","5/6/22","5/3/24","5/5/23"
"Crude Oil Production ","Domestic Production","13,100","13,100","12,300","11,800","13,100","12,275"
"Crude Oil Production ","Alaska","421","430","442","447","430","437"
"Crude Oil Production ","Lower 48","12,700","12,700","11,900","11,400","12,700","11,875"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,948","15,641","15,745","15,696","15,843","15,789"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","864","789","782","741","803","784"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,589","3,542","3,580","3,714","3,569","3,599"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,845","8,637","8,935","8,698","8,799","8,873"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","579","576","465","501","567","511"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,071","2,096","1,983","2,042","2,105","2,022"
"Refiner Inputs and Utilization ","Gross Inputs","16,315","16,117","16,402","16,147","16,240","16,426"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","867","794","801","744","820","811"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,618","3,584","3,598","3,694","3,601","3,622"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,061","8,986","9,387","9,018","9,055","9,292"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","575","574","467","502","564","512"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,194","2,180","2,148","2,189","2,201","2,189"
"Refiner Inputs and Utilization ","Operable Capacity","18,429","18,429","18,031","17,941","18,429","18,054"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","952","952","878","818","952","878"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,246","4,246","4,206","4,197","4,246","4,206"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,990","9,990","9,677","9,607","9,990","9,677"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","652","652","650","660","652","650"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,590","2,590","2,621","2,659","2,590","2,643"
"Refiner Inputs and Utilization ","Percent Utilization","88.5","87.5","91.0","90.0","88.1","91.0"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","91.0","83.4","91.3","91.0","86.1","92.3"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","85.2","84.4","85.5","88.0","84.8","86.1"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","90.7","90.0","97.0","93.9","90.6","96.0"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","88.2","88.0","71.8","76.0","86.4","78.7"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","84.7","84.2","82.0","82.3","85.0","82.8"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","885","1,320","711","1,241","1,093","768"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,529","2,525","2,365","2,534","2,498","2,456"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","385","316","448","232","307","391"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,223","-1,708","-2,415","-1,855","-1,885","-2,300"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","17","47","67","62","38","37"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","177","141","246","268","136","185"
"Refiner and Blender Net Inputs ","RBOB","256","615","412","371","340","377"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","404","690","490","491","512","527"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","105","127","97","60","127","96"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-400","-305","-275","-351","-401","-306"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","46","58","0","0","54","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","101","45","101","171","48","60"
"Refiner and Blender Net Inputs ","CBOB","246","528","-28","395","558","100"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,629","1,612","1,491","1,563","1,633","1,571"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","267","140","337","205","177","266"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,678","-1,246","-1,956","-1,489","-1,294","-1,832"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-24","-13","37","48","-8","33"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","52","35","62","69","50","61"
"Refiner and Blender Net Inputs ","GTAB","157","30","108","127","78","73"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","157","30","108","127","78","73"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","226","147","220","348","116","218"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","339","193","277","353","275","284"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","13","49","15","-33","2","29"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-145","-158","-184","-15","-189","-163"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-5","2","30","13","-9","4"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","24","61","83","29","37","64"
"Refiner and Blender Net Inputs ","Fuel Ethanol","905","911","897","904","904","897"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","328","329","321","325","329","325"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","245","248","244","244","244","243"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","154","154","153","153","155","151"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","32","31","28","31","31","29"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","146","150","152","150","145","149"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,495","9,396","9,823","9,716","9,363","9,673"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,836","9,898","9,546","9,788","9,737","9,659"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,236","3,237","3,124","3,209","3,228","3,201"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,511","2,524","2,469","2,488","2,482","2,477"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,300","2,325","2,140","2,245","2,239","2,209"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","372","368","310","350","371","318"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,417","1,443","1,502","1,497","1,416","1,453"
"Refiner and Blender Net Production ","Adjustment","-341","-502","277","-72","-374","14"
"Refiner and Blender Net Production ","Reformulated","3,070","3,086","2,994","2,966","3,058","2,977"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,166","1,173","1,135","1,146","1,171","1,152"
"Refiner and Blender Net Production ","Midwest (PADD 2)","332","327","328","328","325","329"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","509","504","480","458","513","475"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","63","66","0","0","65","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,001","1,016","1,051","1,034","985","1,021"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,070","3,086","2,994","2,966","3,058","2,977"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,166","1,173","1,135","1,146","1,171","1,152"
"Refiner and Blender Net Production ","Midwest (PADD 2)","332","327","328","328","325","329"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","509","504","480","458","513","475"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","63","66","0","0","65","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,001","1,016","1,051","1,034","985","1,021"
"Refiner and Blender Net Production ","Other","0","0","0","0","0","0"
"Refiner and Blender Net Production ","East Coast (PADD 1)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Conventional","6,766","6,812","6,552","6,823","6,678","6,682"
