"STUB_1","STUB_2","8/12/22","8/5/22","8/13/21","8/14/20","8/12/22","8/13/21"
"Crude Oil Production ","Domestic Production","12,100","12,200","11,400","10,700","12,125","11,275"
"Crude Oil Production ","Alaska","415","433","428","439","429","384"
"Crude Oil Production ","Lower 48","11,700","11,800","11,000","10,300","11,725","10,900"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,423","16,581","16,006","14,487","16,221","16,000"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","790","818","693","586","791","702"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,896","3,814","3,912","3,611","3,744","3,809"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,092","9,207","8,580","7,797","9,027","8,680"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","619","619","610","572","618","627"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,027","2,123","2,211","1,920","2,041","2,183"
"Refiner Inputs and Utilization ","Gross Inputs","16,783","16,916","16,716","15,082","16,640","16,606"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","805","821","733","624","807","725"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,895","3,818","3,932","3,626","3,735","3,826"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,310","9,418","9,077","8,201","9,300","9,091"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","619","618","611","570","618","627"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,155","2,240","2,362","2,061","2,180","2,336"
"Refiner Inputs and Utilization ","Operable Capacity","17,944","17,944","18,128","18,641","17,944","18,128"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","818","818","818","889","818","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,197","4,197","4,188","4,196","4,197","4,188"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,607","9,607","9,751","9,983","9,607","9,751"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","663","663","657","698","663","657"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,659","2,659","2,714","2,875","2,659","2,714"
"Refiner Inputs and Utilization ","Percent Utilization","93.5","94.3","92.2","80.9","92.7","91.6"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","98.4","100.4","89.6","70.2","98.7","88.7"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","92.8","91.0","93.9","86.4","89.0","91.4"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","96.9","98.0","93.1","82.1","96.8","93.2"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","93.3","93.2","93.1","81.7","93.2","95.6"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","81.0","84.2","87.0","71.7","82.0","86.1"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","983","885","711","1,106","834","925"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,581","2,522","2,522","2,366","2,507","2,549"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","338","428","243","252","420","335"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,115","-2,204","-2,226","-1,694","-2,252","-2,135"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","34","23","-17","-4","30","-4"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","145","116","188","185","129","180"
"Refiner and Blender Net Inputs ","RBOB","358","145","397","466","310","535"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","615","423","523","537","513","595"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","9","81","69","43","61","61"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-314","-486","-331","-226","-378","-255"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","48","127","136","111","114","135"
"Refiner and Blender Net Inputs ","CBOB","609","534","1","285","266","154"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,746","1,653","1,535","1,483","1,647","1,597"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","345","369","133","249","363","255"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,517","-1,575","-1,654","-1,489","-1,760","-1,701"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","37","40","-22","-9","28","-7"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-2","47","10","52","-12","9"
"Refiner and Blender Net Inputs ","GTAB","79","56","223","193","63","153"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","79","56","223","193","63","153"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","-63","149","89","161","196","83"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","141","390","242","154","285","204"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-16","-22","41","-41","-4","18"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-284","-143","-242","22","-113","-179"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-4","-17","6","5","2","3"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","100","-58","43","22","27","36"
"Refiner and Blender Net Inputs ","Fuel Ethanol","929","909","921","860","910","928"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","337","327","328","312","327","334"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","254","249","254","236","250","255"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","154","150","152","139","150","150"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","33","33","31","31","32","33"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","152","150","157","142","150","157"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,965","10,150","10,000","9,400","9,766","9,973"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,955","9,835","9,997","9,580","9,752","9,927"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,292","3,213","3,254","3,041","3,217","3,274"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,586","2,562","2,638","2,488","2,550","2,581"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,227","2,244","2,210","2,312","2,164","2,186"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","370","354","341","330","363","352"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,480","1,461","1,554","1,410","1,458","1,534"
"Refiner and Blender Net Production ","Adjustment","9","315","3","-180","14","46"
"Refiner and Blender Net Production ","Reformulated","3,069","2,967","3,066","2,880","2,994","3,098"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,240","1,159","1,201","1,196","1,188","1,233"
"Refiner and Blender Net Production ","Midwest (PADD 2)","326","329","336","321","329","343"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","473","465","447","398","463","444"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,031","1,014","1,082","966","1,014","1,079"
