"STUB_1","STUB_2","12/30/22","12/23/22","12/31/21","1/1/21","12/30/22","12/31/21"
"Crude Oil Production ","Domestic Production","12,100","12,000","11,800","11,000","12,075","11,725"
"Crude Oil Production ","Alaska","453","454","459","514","450","453"
"Crude Oil Production ","Lower 48","11,600","11,500","11,300","10,500","11,625","11,275"
"Refiner Inputs and Utilization ","Crude Oil Inputs","13,820","16,149","15,867","14,376","15,518","15,764"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","708","765","741","591","755","720"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,312","3,817","3,894","3,605","3,677","3,874"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,118","8,815","8,607","7,832","8,340","8,516"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","523","570","555","569","560","564"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,158","2,183","2,070","1,778","2,185","2,091"
"Refiner Inputs and Utilization ","Gross Inputs","14,343","16,586","16,281","14,834","15,982","16,266"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","744","789","746","594","789","744"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,323","3,832","3,896","3,611","3,681","3,883"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,477","9,079","8,842","8,135","8,641","8,815"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","519","568","566","569","557","567"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,281","2,318","2,231","1,925","2,313","2,257"
"Refiner Inputs and Utilization ","Operable Capacity","18,022","18,022","18,130","18,386","18,022","18,130"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","889","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,197","4,197","4,191","4,177","4,197","4,191"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,625","9,625","9,751","9,956","9,625","9,751"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","663","663","657","650","663","657"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,659","2,659","2,714","2,714","2,659","2,714"
"Refiner Inputs and Utilization ","Percent Utilization","79.6","92.0","89.8","80.7","88.7","89.7"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","84.8","89.9","91.2","66.8","89.9","90.9"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","79.2","91.3","93.0","86.4","87.7","92.7"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","77.7","94.3","90.7","81.7","89.8","90.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","78.2","85.7","86.2","87.5","84.1","86.4"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","85.8","87.2","82.2","70.9","87.0","83.2"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","435","578","-827","-467","283","-153"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,135","2,426","1,957","1,762","2,336","2,213"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","114","210","-344","-211","127","-96"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,722","-2,177","-2,346","-1,939","-2,209","-2,276"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","7","18","-30","-56","5","-7"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-99","101","-63","-22","24","12"
"Refiner and Blender Net Inputs ","RBOB","410","712","78","40","466","341"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","406","533","326","338","437","407"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","69","144","43","7","73","43"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-54","43","-213","-250","-74","-114"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-11","-9","-77","-54","30","6"
"Refiner and Blender Net Inputs ","CBOB","-62","92","-903","-598","-205","-585"
