"STUB_1","STUB_2","1/18/13","1/11/13","1/20/12","1/21/11","1/18/13","1/20/12"
"Crude Oil Production ","Domestic Production","6,989","7,041","5,722","5,321","7,004","5,786"
"Crude Oil Production ","Alaska","545","547","594","332","547","593"
"Crude Oil Production ","Lower 48","6,444","6,494","5,128","4,989","6,458","5,193"
"Refiner Inputs and Utilization ","Crude Oil Inputs","14,206","15,101","14,306","14,127","14,976","14,646"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,035","1,102","883","1,029","1,036","885"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,360","3,451","3,506","3,343","3,436","3,515"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,078","7,647","6,985","7,244","7,669","7,232"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","568","595","563","495","593","572"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,165","2,305","2,369","2,016","2,242","2,443"
"Refiner Inputs and Utilization ","Gross Inputs","14,539","15,292","14,584","14,400","15,264","14,922"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,086","1,101","884","1,030","1,079","885"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,307","3,390","3,518","3,379","3,378","3,535"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,266","7,758","7,087","7,284","7,830","7,345"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","573","598","565","500","597","574"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,307","2,445","2,531","2,206","2,381","2,583"
"Refiner Inputs and Utilization ","Operable Capacity","17,400","17,400","17,736","17,594","17,398","17,736"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,293","1,293","1,618","1,397","1,293","1,618"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,723","3,723","3,721","3,728","3,722","3,721"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,727","8,727","8,646","8,626","8,726","8,646"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","624","624","624","623","624","624"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","3,032","3,032","3,128","3,219","3,032","3,128"
"Refiner Inputs and Utilization ","Percent Utilization","83.6","87.9","82.2","81.8","87.7","84.1"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","84.0","85.1","54.6","73.7","83.4","54.7"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","88.8","91.1","94.5","90.6","90.8","95.0"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","83.3","88.9","82.0","84.5","89.7","85.0"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","91.8","95.8","90.5","80.3","95.6","92.1"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","76.1","80.7","80.9","68.5","78.5","82.6"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","462","-194","649","373","-142","200"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,894","1,923","1,881","1,821","1,834","1,906"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","76","28","59","101","11","-28"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,719","-2,160","-1,402","-1,631","-2,040","-1,687"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","7","19","-29","12","5","-26"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","204","-5","140","70","48","35"
"Refiner and Blender Net Inputs ","RBOB","461","121","266","222","188","136"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","494","488","377","408","448","427"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","36","-26","18","59","1","-16"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-192","-291","-178","-271","-261","-266"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","122","-50","48","27","0","-9"
"Refiner and Blender Net Inputs ","CBOB","-85","-178","-56","113","-293","-193"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,237","1,342","1,163","1,229","1,249","1,184"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-27","-13","16","36","-48","-27"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,364","-1,579","-1,284","-1,212","-1,556","-1,406"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-12","-18","-23","3","-18","-16"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","80","90","72","57","80","71"
"Refiner and Blender Net Inputs ","GTAB","13","42","175","28","13","140"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","13","42","153","28","13","134"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","21","0","0","5"
"Refiner and Blender Net Inputs ","All Other Blending Components","74","-178","265","10","-51","117"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","150","52","187","157","124","161"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","67","68","25","5","57","14"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-162","-290","60","-147","-222","-15"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","19","38","-5","9","23","-11"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","1","-45","-2","-14","-32","-32"
"Refiner and Blender Net Inputs ","Fuel Ethanol","777","771","774","762","760","761"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","286","289","295","296","284","290"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","212","209","208","203","205","203"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","115","112","116","108","113","114"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","24","24","21","17","24","21"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","139","137","134","138","135","134"
"Refiner and Blender Net Production ","Finished Motor Gasoline","8,908","8,590","8,539","8,815","8,700","8,751"
