"STUB_1","STUB_2","5/24/24","5/17/24","5/26/23","5/27/22","5/24/24","5/26/23"
"Crude Oil Production ","Domestic Production","13,100","13,100","12,200","11,900","13,100","12,250"
"Crude Oil Production ","Alaska","422","416","418","450","419","426"
"Crude Oil Production ","Lower 48","12,700","12,700","11,800","11,500","12,700","11,850"
"Refiner Inputs and Utilization ","Crude Oil Inputs","17,083","16,482","16,165","16,033","16,442","15,992"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","846","847","700","799","836","750"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,160","3,999","3,828","3,892","3,895","3,690"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,253","9,049","8,870","8,774","9,040","8,944"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","615","544","569","427","579","511"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,209","2,044","2,199","2,141","2,092","2,097"
"Refiner Inputs and Utilization ","Gross Inputs","17,377","16,894","16,784","16,617","16,810","16,580"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","849","850","787","803","850","784"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,186","4,027","3,829","3,942","3,921","3,702"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,452","9,360","9,221","9,147","9,283","9,319"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","611","541","570","424","576","512"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,279","2,116","2,377","2,301","2,179","2,263"
"Refiner Inputs and Utilization ","Operable Capacity","18,429","18,429","18,031","17,941","18,429","18,031"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","952","952","878","818","952","878"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,246","4,246","4,206","4,197","4,246","4,206"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,990","9,990","9,677","9,607","9,990","9,677"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","652","652","650","660","652","650"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,590","2,590","2,621","2,659","2,590","2,621"
"Refiner Inputs and Utilization ","Percent Utilization","94.3","91.7","93.1","92.6","91.2","92.0"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","89.2","89.3","89.6","98.2","89.3","89.3"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","98.6","94.8","91.0","93.9","92.4","88.0"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","94.6","93.7","95.3","95.2","92.9","96.3"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","93.7","83.0","87.7","64.2","88.3","78.7"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","88.0","81.7","90.7","86.5","84.1","86.4"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","782","741","814","986","808","797"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,556","2,550","2,489","2,589","2,553","2,461"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","304","368","321","229","340","391"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,339","-2,465","-2,149","-2,073","-2,313","-2,302"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","74","104","34","89","54","52"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","187","185","118","150","174","195"
"Refiner and Blender Net Inputs ","RBOB","383","459","510","109","352","369"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","521","412","571","366","465","522"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","94","118","64","54","102","70"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-416","-270","-204","-417","-373","-308"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","47","54","0","0","50","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","137","145","79","105","108","86"
"Refiner and Blender Net Inputs ","CBOB","210","78","149","275","197","116"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,678","1,631","1,599","1,523","1,660","1,550"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","178","179","307","205","203","314"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,708","-1,777","-1,833","-1,582","-1,707","-1,849"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","12","11","30","81","-4","38"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","50","33","47","47","45","62"
"Refiner and Blender Net Inputs ","GTAB","92","201","169","259","123","144"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","92","201","169","259","123","144"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","96","3","-14","343","136","168"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","265","306","150","441","305","246"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","32","71","-49","-29","35","8"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-215","-418","-111","-75","-233","-145"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","14","38","4","9","9","13"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","6","-8","-2","21","47"
"Refiner and Blender Net Inputs ","Fuel Ethanol","937","935","926","923","924","915"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","337","337","332","334","334","329"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","257","255","255","251","252","250"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","160","160","155","154","158","155"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","32","33","30","30","32","29"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","150","149","154","154","148","152"
"Refiner and Blender Net Production ","Finished Motor Gasoline","10,011","10,049","9,971","9,968","9,813","9,898"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","10,019","9,876","10,018","9,922","9,905","9,781"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,350","3,293","3,255","3,277","3,294","3,219"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,627","2,603","2,622","2,544","2,568","2,553"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,234","2,149","2,323","2,229","2,237","2,204"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","385","382","322","342","378","314"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,423","1,450","1,495","1,530","1,429","1,491"
"Refiner and Blender Net Production ","Adjustment","-8","172","-47","46","-92","117"
"Refiner and Blender Net Production ","Reformulated","3,156","3,149","3,073","3,054","3,119","3,031"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,187","1,192","1,191","1,196","1,181","1,170"
"Refiner and Blender Net Production ","Midwest (PADD 2)","349","349","340","345","339","334"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","537","528","489","466","523","484"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","54","62","0","0","60","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,027","1,019","1,052","1,046","1,016","1,044"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,156","3,149","3,072","3,054","3,119","3,031"
