"STUB_1","STUB_2","11/24/23","11/17/23","11/25/22","11/26/21","11/24/23","11/25/22"
"Crude Oil Production ","Domestic Production","13,200","13,200","12,100","11,600","13,200","12,100"
"Crude Oil Production ","Alaska","439","414","444","454","430","447"
"Crude Oil Production ","Lower 48","12,800","12,800","11,700","11,100","12,800","11,700"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,022","15,504","16,638","15,631","15,540","16,322"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","770","739","809","750","686","814"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,879","3,679","3,859","3,776","3,737","3,802"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,762","8,496","9,135","8,415","8,482","8,887"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","572","603","586","558","601","583"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,040","1,987","2,249","2,133","2,034","2,236"
"Refiner Inputs and Utilization ","Gross Inputs","16,416","15,901","17,106","16,095","15,905","16,802"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","773","757","826","758","698","832"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,898","3,702","3,863","3,768","3,752","3,805"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,014","8,754","9,448","8,718","8,721","9,183"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","588","601","583","559","604","581"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,144","2,087","2,386","2,293","2,130","2,401"
"Refiner Inputs and Utilization ","Operable Capacity","18,272","18,272","17,962","18,130","18,272","17,962"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","818","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,208","4,208","4,197","4,191","4,208","4,197"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,917","9,917","9,625","9,751","9,917","9,625"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","650","663","657","650","663"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,620","2,620","2,659","2,714","2,620","2,659"
"Refiner Inputs and Utilization ","Percent Utilization","89.8","87.0","95.2","88.8","87.0","93.5"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","88.1","86.2","101.0","92.6","79.5","101.7"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","92.6","88.0","92.0","89.9","89.2","90.7"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","90.9","88.3","98.2","89.4","87.9","95.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","90.4","92.4","88.0","85.1","92.8","87.6"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","81.8","79.7","89.7","84.5","81.3","90.3"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","422","513","344","104","570","346"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,378","2,472","2,355","2,413","2,468","2,363"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-12","97","216","61","127","228"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,029","-2,309","-2,180","-2,439","-2,217","-2,231"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","28","36","14","1","32","12"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","57","218","-62","69","160","-26"
"Refiner and Blender Net Inputs ","RBOB","647","578","573","496","634","366"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","559","568","512","521","568","406"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","52","57","107","-15","78","84"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-30","-220","-66","-45","-126","-125"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","44","45","0","0","33","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","23","129","21","35","81","0"
"Refiner and Blender Net Inputs ","CBOB","-157","-247","-177","-555","-119","-51"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,641","1,672","1,614","1,593","1,668","1,646"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-21","62","131","61","71","163"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,797","-2,027","-1,920","-2,255","-1,888","-1,888"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-30","-7","8","5","-6","13"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","50","53","-10","41","36","14"
"Refiner and Blender Net Inputs ","GTAB","-15","37","121","75","28","88"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","-15","37","121","75","28","88"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","-52","146","-174","89","28","-56"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","192","196","108","224","204","224"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","-42","-22","-21","15","-22","-19"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-201","-62","-194","-139","-203","-219"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","15","-1","6","-5","5","-2"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","-16","36","-73","-6","44","-41"
"Refiner and Blender Net Inputs ","Fuel Ethanol","871","891","891","883","889","888"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","313","325","320","317","320","321"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","236","239","244","238","239","242"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","151","151","151","151","153","151"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","29","33","29","29","32","30"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","142","143","146","148","145","145"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,337","9,372","9,360","9,649","9,588","9,517"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,563","9,449","9,646","9,782","9,537","9,675"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,104","3,173","3,113","3,117","3,155","3,134"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,404","2,464","2,503","2,504","2,447","2,482"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,355","2,023","2,288","2,396","2,187","2,299"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","332","359","317","330","354","352"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,368","1,429","1,425","1,435","1,419","1,408"
"Refiner and Blender Net Production ","Adjustment","-227","-77","-287","-133","51","-159"
"Refiner and Blender Net Production ","Reformulated","2,981","3,051","3,006","2,988","3,038","2,975"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,158","1,187","1,187","1,174","1,181","1,166"
"Refiner and Blender Net Production ","Midwest (PADD 2)","326","349","347","313","340","342"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","480","480","472","463","487","471"
