"STUB_1","STUB_2","9/16/11","9/9/11","9/17/10","9/18/09","9/16/11","9/17/10"
"Crude Oil Production ","Domestic Production","5,747","5,083","5,556","5,300","5,518","5,584"
"Crude Oil Production ","Alaska","576","577","604","646","561","635"
"Crude Oil Production ","Lower 48","5,171","4,506","4,952","4,654","4,957","4,948"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,307","15,024","15,047","14,733","15,306","14,947"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,277","1,224","1,102","1,208","1,200","1,138"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,513","3,376","3,344","3,154","3,405","3,336"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,550","7,410","7,605","7,313","7,676","7,513"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","468","494","604","567","511","563"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,499","2,521","2,390","2,491","2,513","2,396"
"Refiner Inputs and Utilization ","Gross Inputs","15,653","15,421","15,441","15,099","15,668","15,420"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,279","1,222","1,107","1,285","1,201","1,138"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,535","3,398","3,393","3,161","3,424","3,385"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","7,694","7,598","7,752","7,532","7,845","7,734"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","468","500","611","591","514","571"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,678","2,702","2,578","2,530","2,684","2,591"
"Refiner Inputs and Utilization ","Operable Capacity","17,736","17,736","17,589","17,644","17,736","17,589"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,618","1,618","1,397","–","1,618","1,397"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,721","3,721","3,723","–","3,721","3,723"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,646","8,646","8,626","–","8,646","8,626"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","624","624","623","–","624","623"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","3,128","3,128","3,219","–","3,128","3,219"
"Refiner Inputs and Utilization ","Percent Utilization","88.3","87.0","87.8","85.6","88.3","87.7"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","79.1","75.5","79.3","–","74.2","81.5"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","95.0","91.3","91.1","–","92.0","90.9"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","89.0","87.9","89.9","–","90.7","89.7"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","74.9","80.2","98.1","–","82.3","91.7"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","85.6","86.4","80.1","–","85.8","80.5"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","250","364","605","323","525","705"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,932","1,964","1,937","–","2,041","1,944"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","253","304","64","–","292","151"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,053","-2,001","-1,461","–","-1,956","-1,424"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","25","1","2","–","1","-14"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","92","96","64","–","147","48"
"Refiner and Blender Net Inputs ","RBOB","209","437","370","–","403","347"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","418","608","629","–","572","652"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","50","47","80","–","51","74"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-274","-245","-324","–","-297","-355"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","–","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","16","26","-14","–","77","-25"
"Refiner and Blender Net Inputs ","CBOB","89","7","36","–","88","97"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,362","1,235","955","–","1,327","988"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","181","255","47","–","222","83"
