"STUB_1","STUB_2","8/30/24","8/23/24","9/1/23","9/2/22","8/30/24","9/1/23"
"Crude Oil Production ","Domestic Production","13,300","13,300","12,800","12,100","13,325","12,775"
"Crude Oil Production ","Alaska","400","400","402","414","399","397"
"Crude Oil Production ","Lower 48","12,900","12,900","12,400","11,700","12,925","12,375"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,900","16,864","16,623","15,929","16,730","16,687"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","757","759","808","802","760","784"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,113","4,121","4,210","3,465","3,994","4,168"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,156","9,082","8,729","8,818","9,134","8,902"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","659","662","637","621","647","619"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,214","2,240","2,239","2,222","2,195","2,214"
"Refiner Inputs and Utilization ","Gross Inputs","17,099","17,101","17,014","16,309","16,967","17,154"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","760","762","815","814","765","803"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,127","4,132","4,230","3,487","4,004","4,186"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,252","9,255","8,972","9,046","9,290","9,194"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","656","658","634","620","644","626"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,304","2,294","2,363","2,342","2,264","2,345"
"Refiner Inputs and Utilization ","Operable Capacity","18,326","18,326","18,270","17,944","18,326","18,270"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","910","910","878","818","910","878"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,246","4,246","4,206","4,197","4,246","4,206"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,987","9,987","9,917","9,607","9,987","9,917"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","652","652","650","663","652","650"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,531","2,531","2,620","2,659","2,531","2,620"
"Refiner Inputs and Utilization ","Percent Utilization","93.3","93.3","93.1","90.9","92.6","93.9"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","83.5","83.7","92.9","99.6","84.1","91.5"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","97.2","97.3","100.6","83.1","94.3","99.5"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","92.6","92.7","90.5","94.2","93.0","92.7"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","100.6","100.9","97.6","93.5","98.7","96.3"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","91.0","90.6","90.2","88.1","89.4","89.5"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","695","712","702","891","823","778"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,439","2,502","2,409","2,505","2,485","2,504"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","167","230","157","424","238","191"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,125","-2,257","-2,058","-2,216","-2,144","-2,065"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","71","77","43","11","77","27"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","143","160","150","168","169","122"
"Refiner and Blender Net Inputs ","RBOB","512","560","425","591","564","358"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","501","436","415","554","521","481"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","154","159","37","138","148","38"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-299","-238","-91","-239","-294","-238"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","75","55","0","0","65","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","82","148","64","138","124","77"
"Refiner and Blender Net Inputs ","CBOB","196","59","-37","150","235","159"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,579","1,685","1,552","1,661","1,673","1,633"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","13","28","114","273","92","139"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,493","-1,709","-1,756","-1,789","-1,591","-1,652"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","8","21","43","14","15","32"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","90","33","10","-8","46","7"
"Refiner and Blender Net Inputs ","GTAB","57","72","282","10","57","184"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","57","72","282","10","57","184"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
