"STUB_1","STUB_2","7/10/15","7/3/15","7/11/14","7/12/13","7/10/15","7/11/14"
"Crude Oil Production ","Domestic Production","9,562","9,604","8,592","7,490","9,591","8,499"
"Crude Oil Production ","Alaska","458","434","496","498","432","468"
"Crude Oil Production ","Lower 48","9,104","9,170","8,096","6,992","9,160","8,030"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,825","16,596","16,626","16,237","16,621","16,192"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,205","1,180","1,119","1,122","1,184","1,157"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,610","3,726","3,818","3,559","3,675","3,663"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,858","8,675","8,645","8,521","8,704","8,449"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","668","624","545","550","635","543"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,484","2,391","2,498","2,486","2,423","2,381"
"Refiner Inputs and Utilization ","Gross Inputs","17,110","16,929","16,822","16,539","16,952","16,377"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,206","1,181","1,125","1,126","1,203","1,166"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,614","3,730","3,820","3,564","3,678","3,665"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,048","8,860","8,689","8,672","8,887","8,480"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","665","624","548","556","633","548"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,578","2,534","2,639","2,620","2,552","2,518"
"Refiner Inputs and Utilization ","Operable Capacity","17,962","17,874","17,931","17,814","17,896","17,931"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,269","1,269","1,297","1,293","1,269","1,297"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,842","3,842","3,810","3,769","3,842","3,810"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,271","9,198","9,154","9,093","9,216","9,154"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","647","647","637","630","647","637"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,933","2,918","3,034","3,029","2,922","3,034"
"Refiner Inputs and Utilization ","Percent Utilization","95.3","94.7","93.8","92.8","94.7","91.3"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","95.0","93.1","86.8","87.1","94.8","89.9"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","94.1","97.1","100.3","94.6","95.7","96.2"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","97.6","96.3","94.9","95.4","96.4","92.6"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","102.7","96.4","86.0","88.3","97.8","86.0"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","87.9","86.8","87.0","86.5","87.3","83.0"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","700","686","1,029","60","707","1,233"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,258","2,170","2,255","2,044","2,255","2,285"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","347","420","375","216","392","562"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,085","-2,120","-1,853","-2,236","-2,165","-1,897"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-18","-29","73","-6","-17","63"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","197","245","179","41","242","220"
"Refiner and Blender Net Inputs ","RBOB","330","150","-217","194","311","148"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","600","414","421","525","545","545"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","71","119","-26","69","87","34"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-371","-491","-588","-385","-429","-471"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","30","107","-25","-15","108","40"
"Refiner and Blender Net Inputs ","CBOB","-114","25","570","-333","-63","559"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,339","1,355","1,442","1,228","1,366","1,422"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","185","271","309","99","246","433"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,725","-1,718","-1,405","-1,751","-1,772","-1,487"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-14","-12","61","-9","-15","49"
