"STUB_1","STUB_2","4/11/14","4/4/14","4/12/13","4/13/12","4/11/14","4/12/13"
"Crude Oil Production ","Domestic Production","8,301","8,229","7,208","6,043","8,228","7,173"
"Crude Oil Production ","Alaska","554","534","531","561","540","531"
"Crude Oil Production ","Lower 48","7,747","7,695","6,677","5,482","7,689","6,642"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,613","15,337","15,074","14,454","15,339","15,019"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,018","951","1,097","965","989","1,076"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,474","3,194","3,140","3,561","3,277","3,209"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,138","8,221","7,996","7,275","8,081","7,862"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","524","503","578","543","527","580"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,459","2,469","2,263","2,110","2,465","2,291"
"Refiner Inputs and Utilization ","Gross Inputs","15,929","15,694","15,373","14,651","15,643","15,323"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,027","960","1,119","967","996","1,110"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,482","3,196","3,116","3,578","3,281","3,161"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,227","8,356","8,170","7,302","8,186","8,049"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","525","520","586","548","532","586"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,669","2,662","2,381","2,256","2,647","2,417"
"Refiner Inputs and Utilization ","Operable Capacity","17,933","17,933","17,819","17,315","17,876","17,761"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,297","1,297","1,293","1,188","1,297","1,293"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,818","3,818","3,769","3,663","3,794","3,746"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,154","9,154","9,103","8,725","9,124","9,067"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","631","631","625","623","631","625"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","3,034","3,034","3,029","3,116","3,032","3,031"
"Refiner Inputs and Utilization ","Percent Utilization","88.8","87.5","86.3","84.6","87.5","86.3"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","79.2","74.1","86.5","81.4","76.8","85.9"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","91.2","83.7","82.7","97.7","86.5","84.4"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","89.9","91.3","89.8","83.7","89.7","88.8"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","83.1","82.3","93.8","87.9","84.4","93.7"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","88.0","87.8","78.6","72.4","87.3","79.8"
