"STUB_1","STUB_2","6/24/16","6/17/16","6/26/15","6/27/14","6/24/16","6/26/15"
"Crude Oil Production ","Domestic Production","8,622","8,677","9,595","8,442","8,690","9,600"
"Crude Oil Production ","Alaska","496","522","417","425","518","455"
"Crude Oil Production ","Lower 48","8,126","8,155","9,178","8,017","8,172","9,144"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,695","16,505","16,531","16,218","16,484","16,480"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,087","1,104","1,131","1,159","1,116","1,159"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,751","3,670","3,720","3,659","3,680","3,643"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,692","8,706","8,623","8,491","8,651","8,676"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","658","638","558","646","614"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,515","2,367","2,418","2,351","2,389","2,387"
"Refiner Inputs and Utilization ","Gross Inputs","17,032","16,718","16,976","16,385","16,727","16,832"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,172","1,175","1,203","1,174","1,152","1,179"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,754","3,673","3,723","3,662","3,685","3,646"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,778","8,700","8,849","8,510","8,714","8,863"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","652","661","637","564","647","614"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,677","2,509","2,564","2,475","2,529","2,531"
"Refiner Inputs and Utilization ","Operable Capacity","18,307","18,307","17,874","17,931","18,310","17,874"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,278","1,278","1,269","1,297","1,278","1,269"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,924","3,924","3,842","3,810","3,924","3,842"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,512","9,512","9,198","9,154","9,512","9,198"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","670","670","647","637","673","647"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,924","2,924","2,918","3,034","2,924","2,918"
"Refiner Inputs and Utilization ","Percent Utilization","93.0","91.3","95.0","91.4","91.4","94.2"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","91.7","92.0","94.8","90.5","90.2","92.9"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","95.7","93.6","96.9","96.1","93.9","94.9"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","92.3","91.5","96.2","93.0","91.6","96.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","97.3","98.7","98.5","88.6","96.2","94.9"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","91.6","85.8","87.9","81.6","86.5","86.7"
