"STUB_1","STUB_2","5/12/23","5/5/23","5/13/22","5/14/21","5/12/23","5/13/22"
"Crude Oil Production ","Domestic Production","12,200","12,300","11,900","11,000","12,250","11,875"
"Crude Oil Production ","Alaska","405","442","447","456","432","448"
"Crude Oil Production ","Lower 48","11,800","11,900","11,500","10,500","11,850","11,450"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,990","15,745","15,935","15,116","15,826","15,695"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","767","782","763","707","781","727"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,609","3,580","3,791","3,541","3,585","3,746"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,052","8,935","8,749","8,223","8,941","8,696"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","480","465","506","545","484","513"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,082","1,983","2,125","2,100","2,036","2,013"
"Refiner Inputs and Utilization ","Gross Inputs","16,594","16,402","16,464","15,619","16,464","16,168"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","793","801","777","713","806","737"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,627","3,598","3,767","3,552","3,610","3,727"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,445","9,387","9,143","8,552","9,356","9,022"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","481","467","506","541","485","512"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,249","2,148","2,271","2,261","2,208","2,170"
"Refiner Inputs and Utilization ","Operable Capacity","18,031","18,031","17,941","18,090","18,046","17,941"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","878","878","818","818","878","818"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,206","4,206","4,197","4,188","4,206","4,197"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,677","9,677","9,607","9,713","9,677","9,607"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","650","650","660","657","650","660"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,621","2,621","2,659","2,714","2,636","2,659"
"Refiner Inputs and Utilization ","Percent Utilization","92.0","91.0","91.8","86.3","91.2","90.1"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","90.3","91.3","95.0","87.2","91.8","90.2"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","86.2","85.5","89.8","84.8","85.8","88.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","97.6","97.0","95.2","88.0","96.7","93.9"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","73.9","71.8","76.6","82.4","74.5","77.6"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","85.8","82.0","85.4","83.3","83.8","81.6"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","850","711","1,292","1,300","832","1,230"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,420","2,365","2,581","2,521","2,444","2,540"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","418","448","343","466","432","269"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,269","-2,415","-1,968","-1,909","-2,300","-1,909"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","57","67","63","6","47","52"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","224","246","273","216","208","278"
"Refiner and Blender Net Inputs ","RBOB","298","412","320","248","360","389"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","506","490","518","370","499","531"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","60","97","72","71","105","59"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-344","-275","-416","-309","-317","-345"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","76","101","146","115","74","144"
"Refiner and Blender Net Inputs ","CBOB","132","-28","519","510","77","399"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,480","1,491","1,668","1,482","1,522","1,598"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","353","337","251","370","297","192"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,812","-1,956","-1,532","-1,410","-1,836","-1,516"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","47","37","65","30","38","48"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","65","62","67","37","55","76"
"Refiner and Blender Net Inputs ","GTAB","82","108","165","438","84","118"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","82","108","165","438","84","118"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","338","220","288","105","312","324"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","353","277","229","231","339","292"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","5","15","19","25","30","18"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-113","-184","-19","-191","-147","-48"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","11","30","-2","-24","9","4"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","83","83","61","63","80","58"
"Refiner and Blender Net Inputs ","Fuel Ethanol","909","897","911","923","904","899"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","327","321","328","334","326","324"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","248","244","247","254","246","243"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","155","153","153","154","153","151"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","30","28","31","29","29","31"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","150","152","151","152","150","150"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,482","9,823","9,574","9,753","9,675","9,623"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,723","9,546","9,705","10,033","9,694","9,714"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,193","3,124","3,216","3,287","3,209","3,192"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,537","2,469","2,505","2,645","2,503","2,480"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,214","2,140","2,181","2,271","2,201","2,223"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","314","310","355","318","313","350"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,465","1,502","1,448","1,512","1,468","1,470"
"Refiner and Blender Net Production ","Adjustment","-241","277","-131","-280","-19","-91"
"Refiner and Blender Net Production ","Reformulated","3,001","2,994","2,989","3,090","2,997","2,959"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,157","1,135","1,156","1,230","1,155","1,151"
"Refiner and Blender Net Production ","Midwest (PADD 2)","331","328","332","352","332","327"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","481","480","461","452","480","454"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,032","1,051","1,040","1,057","1,030","1,027"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,001","2,994","2,989","3,090","2,997","2,959"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,157","1,135","1,156","1,230","1,155","1,151"
"Refiner and Blender Net Production ","Midwest (PADD 2)","331","328","332","352","332","327"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","481","480","460","452","480","454"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,032","1,051","1,040","1,057","1,030","1,027"
"Refiner and Blender Net Production ","Other","0","0","0","0","0","0"
"Refiner and Blender Net Production ","East Coast (PADD 1)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Conventional","6,722","6,552","6,717","6,943","6,697","6,756"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,036","1,989","2,060","2,058","2,053","2,040"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,205","2,141","2,173","2,293","2,172","2,153"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1,733","1,660","1,721","1,819","1,720","1,769"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","314","310","355","318","313","350"
"Refiner and Blender Net Production ","West Coast (PADD 5)","434","451","408","455","438","443"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","5,937","5,876","5,991","6,067","5,921","5,899"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,069","2,053","2,083","2,085","2,081","2,049"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,072","2,038","2,075","2,148","2,056","2,034"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1,053","1,055","1,061","1,077","1,048","1,051"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","290","274","307","294","285","300"
"Refiner and Blender Net Production ","West Coast (PADD 5)","453","456","465","463","450","465"
"Refiner and Blender Net Production ","Ed55 and Lower","5,926","5,867","5,981","6,062","5,911","5,890"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,066","2,051","2,081","2,084","2,079","2,047"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,066","2,032","2,069","2,144","2,050","2,029"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1,053","1,055","1,060","1,077","1,047","1,050"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","289","273","306","293","284","300"
