"STUB_1","STUB_2","2/9/18","2/2/18","2/10/17","2/12/16","2/9/18","2/10/17"
"Crude Oil Production ","Domestic Production","10,271","10,251","8,977","9,135","10,080","8,958"
"Crude Oil Production ","Alaska","519","524","511","512","514","522"
"Crude Oil Production ","Lower 48","9,752","9,727","8,466","8,623","9,566","8,436"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,162","16,797","15,458","15,848","16,364","15,836"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","999","1,136","994","1,093","1,080","1,047"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,763","3,813","3,647","3,663","3,705","3,698"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,431","8,870","8,034","8,256","8,618","8,201"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","665","630","623","557","637","613"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,303","2,348","2,161","2,279","2,324","2,278"
"Refiner Inputs and Utilization ","Gross Inputs","16,632","17,128","15,770","16,042","16,721","16,148"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,001","1,137","996","1,084","1,081","1,044"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,748","3,812","3,647","3,665","3,700","3,699"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,740","9,065","8,170","8,287","8,826","8,316"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","664","630","624","562","637","615"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,480","2,484","2,332","2,443","2,476","2,474"
"Refiner Inputs and Utilization ","Operable Capacity","18,513","18,513","18,474","18,172","18,509","18,474"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,182","1,182","1,278","1,273","1,182","1,278"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,013","4,013","3,957","3,878","4,013","3,957"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,777","9,777","9,620","9,437","9,773","9,620"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","693","693","696","651","693","696"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,848","2,848","2,924","2,933","2,848","2,924"
"Refiner Inputs and Utilization ","Percent Utilization","89.8","92.5","85.4","88.3","90.3","87.4"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","84.7","96.2","77.9","85.2","91.5","81.7"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","93.4","95.0","92.2","94.5","92.2","93.5"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","89.4","92.7","84.9","87.8","90.3","86.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","95.8","90.9","89.7","86.3","92.0","88.3"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","87.1","87.2","79.8","83.3","86.9","84.6"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","321","104","295","328","155","38"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,253","2,187","2,061","2,158","2,159","2,043"
