"STUB_1","STUB_2","3/29/19","3/22/19","3/30/18","3/31/17","3/29/19","3/30/18"
"Crude Oil Production ","Domestic Production","12,200","12,100","10,460","9,199","12,100","10,420"
"Crude Oil Production ","Alaska","482","489","518","533","484","515"
"Crude Oil Production ","Lower 48","11,700","11,600","9,942","8,666","11,600","9,906"
"Refiner Inputs and Utilization ","Crude Oil Inputs","15,849","15,831","16,936","16,429","15,975","16,719"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","955","943","919","940","918","930"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,460","3,557","3,758","3,759","3,531","3,684"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,507","8,354","9,123","8,548","8,534","8,922"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","620","602","577","641","613","625"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,307","2,375","2,559","2,541","2,379","2,559"
"Refiner Inputs and Utilization ","Gross Inputs","16,078","16,114","17,259","16,803","16,255","17,021"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","967","955","949","940","937","940"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,468","3,560","3,759","3,761","3,537","3,685"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,571","8,492","9,251","8,766","8,647","9,073"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","618","601","580","639","612","622"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,453","2,507","2,719","2,697","2,521","2,701"
"Refiner Inputs and Utilization ","Operable Capacity","18,604","18,604","18,550","18,508","18,604","18,550"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,224","1,224","1,182","1,278","1,224","1,182"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","4,094","4,094","4,013","3,976","4,094","4,013"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,765","9,765","9,815","9,634","9,765","9,815"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","683","683","693","696","683","693"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,838","2,838","2,848","2,924","2,838","2,848"
"Refiner Inputs and Utilization ","Percent Utilization","86.4","86.6","93.0","90.8","87.4","91.8"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","79.0","78.0","80.3","73.6","76.6","79.5"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","84.7","87.0","93.7","94.6","86.4","91.8"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","87.8","87.0","94.3","91.0","88.6","92.4"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","90.5","88.0","83.6","91.9","89.6","89.8"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","86.5","88.3","95.5","92.2","88.8","94.8"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","1,133","1,105","748","442","1,099","821"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,423","2,403","2,395","2,273","2,406","2,368"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","358","309","154","156","329","213"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,803","-1,721","-1,955","-2,034","-1,781","-1,874"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-16","-22","1","-54","-27","-32"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","170","137","153","101","171","146"
"Refiner and Blender Net Inputs ","RBOB","503","394","528","431","570","548"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","504","390","535","598","514","566"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","71","58","35","-39","62","55"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-142","-150","-214","-171","-105","-207"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","70","96","173","43","98","134"
"Refiner and Blender Net Inputs ","CBOB","341","284","-350","-183","155","-80"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,522","1,685","1,466","1,513","1,565","1,507"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","278","285","77","124","275","166"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,545","-1,705","-1,894","-1,835","-1,710","-1,725"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-8","-25","-32","-36","-28","-43"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","95","44","33","51","53","15"
"Refiner and Blender Net Inputs ","GTAB","155","130","95","74","125","68"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","155","130","95","74","125","68"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","All Other Blending Components","133","297","475","120","249","285"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","243","197","299","88","201","228"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","9","-34","42","71","-8","-8"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-116","134","153","-28","34","58"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-8","3","33","-18","1","12"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","5","-3","-52","7","20","-4"
"Refiner and Blender Net Inputs ","Fuel Ethanol","909","920","903","918","915","907"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","339","340","327","335","339","328"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","236","241","240","242","240","242"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","148","151","151","148","151","151"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","31","30","29","28","30","29"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","156","158","157","164","155","158"
"Refiner and Blender Net Production ","Finished Motor Gasoline","9,813","9,657","10,115","9,515","9,783","10,158"
"Refiner and Blender Net Production ","Finished Motor Gasoline (excl. Adjustment)","9,944","10,058","9,925","9,717","9,995","9,968"
"Refiner and Blender Net Production ","East Coast (PADD 1)","3,286","3,291","3,161","3,112","3,279","3,139"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,475","2,510","2,488","2,542","2,516","2,491"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,298","2,373","2,375","2,093","2,328","2,410"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","316","314","304","292","307","311"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,570","1,571","1,597","1,679","1,564","1,617"
"Refiner and Blender Net Production ","Adjustment","-131","-401","190","-202","-213","190"
"Refiner and Blender Net Production ","Reformulated","3,205","3,223","3,211","3,267","3,218","3,225"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,280","1,289","1,250","1,285","1,286","1,240"
"Refiner and Blender Net Production ","Midwest (PADD 2)","341","362","359","353","360","371"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","480","454","492","481","473","492"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,103","1,118","1,110","1,148","1,099","1,121"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","3,205","3,223","3,211","3,267","3,218","3,225"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1,280","1,289","1,250","1,285","1,286","1,240"
"Refiner and Blender Net Production ","Midwest (PADD 2)","341","362","359","353","360","371"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","480","454","492","481","473","492"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","1,103","1,118","1,110","1,148","1,099","1,121"
"Refiner and Blender Net Production ","Other","0","0","0","0","0","0"
"Refiner and Blender Net Production ","East Coast (PADD 1)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Midwest (PADD 2)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Conventional","6,740","6,835","6,714","6,450","6,777","6,743"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,005","2,001","1,911","1,827","1,993","1,900"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,134","2,147","2,129","2,189","2,156","2,119"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1,818","1,919","1,883","1,611","1,855","1,917"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","316","314","304","292","307","311"
"Refiner and Blender Net Production ","West Coast (PADD 5)","467","453","487","531","465","496"
"Refiner and Blender Net Production ","Blended with Fuel Ethanol","5,825","5,894","5,751","5,838","5,856","5,787"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,084","2,064","2,002","2,031","2,074","2,011"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,004","2,029","2,013","2,052","2,020","2,021"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","986","1,045","997","988","1,022","1,006"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","308","301","285","286","297","297"
"Refiner and Blender Net Production ","West Coast (PADD 5)","444","454","455","480","443","452"
"Refiner and Blender Net Production ","Ed55 and Lower","5,821","5,889","5,747","5,834","5,851","5,782"
"Refiner and Blender Net Production ","East Coast (PADD 1)","2,083","2,063","2,001","2,030","2,073","2,010"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2,002","2,027","2,010","2,050","2,017","2,019"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","985","1,044","996","988","1,021","1,005"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","308","301","284","286","297","297"
"Refiner and Blender Net Production ","West Coast (PADD 5)","444","454","455","480","443","452"
"Refiner and Blender Net Production ","Greater than Ed55","5","5","4","4","5","5"
"Refiner and Blender Net Production ","East Coast (PADD 1)","1","1","1","1","1","1"
"Refiner and Blender Net Production ","Midwest (PADD 2)","2","3","2","2","3","3"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","1","1","1","0","1","1"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","West Coast (PADD 5)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Other","914","941","962","612","921","956"
"Refiner and Blender Net Production ","East Coast (PADD 1)","-79","-63","-92","-204","-82","-111"
"Refiner and Blender Net Production ","Midwest (PADD 2)","130","118","116","137","136","98"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","832","874","886","623","833","912"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","8","12","20","6","10","14"
"Refiner and Blender Net Production ","West Coast (PADD 5)","24","-1","32","51","22","44"
"Refiner and Blender Net Production ","Kerosene-Type Jet Fuel","1,705","1,741","1,787","1,722","1,732","1,795"
"Refiner and Blender Net Production ","East Coast (PADD 1)","72","88","82","89","80","76"
"Refiner and Blender Net Production ","Midwest (PADD 2)","247","277","248","249","248","251"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","915","862","949","889","898","916"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","37","35","37","31","39","38"
"Refiner and Blender Net Production ","West Coast (PADD 5)","434","478","471","464","467","514"
"Refiner and Blender Net Production ","Commercial","1,647","1,665","1,707","1,643","1,673","1,722"
"Refiner and Blender Net Production ","East Coast (PADD 1)","72","88","82","89","80","76"
"Refiner and Blender Net Production ","Midwest (PADD 2)","246","272","246","250","245","249"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","875","810","908","828","855","879"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","35","33","34","29","37","35"
"Refiner and Blender Net Production ","West Coast (PADD 5)","419","461","437","448","457","483"
"Refiner and Blender Net Production ","Military","58","75","80","80","59","73"
"Refiner and Blender Net Production ","East Coast (PADD 1)","0","0","0","0","0","0"
"Refiner and Blender Net Production ","Midwest (PADD 2)","1","5","2","0","3","3"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","39","52","41","61","43","37"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","2","2","2","3","2","3"
"Refiner and Blender Net Production ","West Coast (PADD 5)","15","16","34","16","11","30"
"Refiner and Blender Net Production ","Distillate Fuel Oil","4,870","4,925","5,016","4,967","4,894","4,710"
"Refiner and Blender Net Production ","East Coast (PADD 1)","307","304","316","335","289","288"
"Refiner and Blender Net Production ","Midwest (PADD 2)","1,033","1,044","1,112","1,097","1,037","1,070"
"Refiner and Blender Net Production ","Gulf Coast (PADD 3)","2,758","2,784","2,836","2,752","2,763","2,647"
"Refiner and Blender Net Production ","Rocky Mountain (PADD 4)","208","191","189","210","199","204"
