"STUB_1","STUB_2","12/11/15","12/4/15","12/12/14","12/13/13","12/11/15","12/12/14"
"Crude Oil Production ","Domestic Production","9,176","9,164","9,137","8,058","9,177","9,104"
"Crude Oil Production ","Alaska","524","525","516","539","527","516"
"Crude Oil Production ","Lower 48","8,652","8,639","8,621","7,519","8,650","8,588"
"Refiner Inputs and Utilization ","Crude Oil Inputs","16,611","16,652","16,301","15,931","16,612","16,310"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,083","1,140","1,034","1,021","1,156","1,076"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,711","3,737","3,669","3,563","3,653","3,624"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,863","8,779","8,493","8,363","8,770","8,526"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","584","608","621","573","603","605"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,370","2,388","2,483","2,412","2,430","2,479"
"Refiner Inputs and Utilization ","Gross Inputs","16,663","16,865","16,653","16,310","16,802","16,644"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,075","1,131","1,040","1,113","1,152","1,082"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,714","3,738","3,672","3,565","3,665","3,630"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","8,795","8,875","8,722","8,458","8,846","8,747"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","583","605","623","574","600","607"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,495","2,515","2,596","2,599","2,538","2,578"
"Refiner Inputs and Utilization ","Operable Capacity","18,125","18,125","17,814","17,818","18,092","17,814"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","1,273","1,273","1,297","1,297","1,273","1,297"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","3,878","3,878","3,810","3,769","3,860","3,810"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","9,391","9,391","9,154","9,093","9,376","9,154"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","651","651","647","630","651","647"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","2,933","2,933","2,907","3,029","2,933","2,907"
"Refiner Inputs and Utilization ","Percent Utilization","91.9","93.1","93.5","91.5","92.9","93.4"
"Refiner Inputs and Utilization ","East Coast (PADD 1)","84.5","88.9","80.2","85.8","90.5","83.4"
"Refiner Inputs and Utilization ","Midwest (PADD 2)","95.8","96.4","96.4","94.6","94.9","95.3"
"Refiner Inputs and Utilization ","Gulf Coast (PADD 3)","93.7","94.5","95.3","93.0","94.3","95.6"
"Refiner Inputs and Utilization ","Rocky Mountain (PADD 4)","89.6","93.0","96.3","91.2","92.2","93.8"
"Refiner Inputs and Utilization ","West Coast (PADD 5)","85.1","85.8","89.3","85.8","86.5","88.7"
"Refiner and Blender Net Inputs ","Motor Gasoline Blending Components","450","-60","234","408","216","164"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","2,162","2,037","2,077","2,003","2,093","2,060"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","225","191","160","287","230","236"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-2,144","-2,370","-2,008","-2,029","-2,225","-2,134"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-36","-27","-30","8","-33","-12"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","243","110","35","140","151","14"
"Refiner and Blender Net Inputs ","RBOB","409","199","330","414","334","216"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","383","486","518","552","450","508"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","87","-25","12","29","43","29"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-263","-293","-255","-252","-261","-299"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","0","0","0","0","0","0"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","203","31","54","85","102","-22"
"Refiner and Blender Net Inputs ","CBOB","-176","-524","-208","35","-330","-68"
"Refiner and Blender Net Inputs ","East Coast (PADD 1)","1,518","1,349","1,454","1,390","1,413","1,391"
"Refiner and Blender Net Inputs ","Midwest (PADD 2)","153","103","137","136","165","187"
"Refiner and Blender Net Inputs ","Gulf Coast (PADD 3)","-1,833","-1,998","-1,824","-1,554","-1,920","-1,710"
"Refiner and Blender Net Inputs ","Rocky Mountain (PADD 4)","-36","-25","-30","-8","-32","-5"
"Refiner and Blender Net Inputs ","West Coast (PADD 5)","22","47","54","72","44","68"
