decision_date,week_ending,cushing_mbbl,inv_z,state,price_date,F2,F3,spread,price_identity,relationship
2018-11-15,2018-11-09,35.463,-6.740635930129939,Low,2018-11-14,56.44,56.67,-0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-11-21,2018-11-16,35.347,-6.234585981806756,Low,2018-11-20,53.57,53.71,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-11-28,2018-11-23,36.524,-5.690507953073814,Low,2018-11-27,51.73,51.89,-0.1600000000000037,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-12-06,2018-11-30,38.253,-4.9299609831157385,Low,2018-12-05,53.12,53.36,-0.240000000000002,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-12-12,2018-12-07,39.401,-2.6046149311596785,Low,2018-12-11,51.84,52.01,-0.1699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-12-19,2018-12-14,40.492,-1.9361964662860587,Low,2018-12-18,46.6,46.94,-0.3399999999999963,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2018-12-28,2018-12-21,41.291,-1.5964121320257207,Low,2018-12-27,44.9,45.23,-0.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-01-04,2018-12-28,41.932,-1.3803108531729478,Low,2019-01-03,47.4,47.77,-0.37000000000000455,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-01-09,2019-01-04,42.262,-1.1535225542196959,Low,2019-01-08,50.11,50.49,-0.38000000000000256,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-01-16,2019-01-11,41.519,-1.2170437201516338,Low,2019-01-15,52.39,52.7,-0.3100000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-01-24,2019-01-18,41.329,-1.1802779210803829,Low,2019-01-23,52.92,53.32,-0.3999999999999986,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-01-30,2019-01-25,41.184,-1.1186996537731733,Low,2019-01-29,53.6,53.93,-0.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-02-06,2019-02-01,42.625,-0.9109596514569704,Normal,2019-02-05,54.0,54.44,-0.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-02-13,2019-02-08,41.609,-0.8687263338037059,Normal,2019-02-12,53.47,54.0,-0.5300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-02-21,2019-02-15,45.022,-0.5791256204569001,Normal,2019-02-20,57.16,57.64,-0.480000000000004,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-02-27,2019-02-22,46.65,-0.4450847372922361,Normal,2019-02-26,55.97,56.51,-0.5399999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-03-06,2019-03-01,47.523,-0.3805290234979383,Normal,2019-03-05,56.94,57.4,-0.46000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-03-13,2019-03-08,46.851,-0.4240684508007296,Normal,2019-03-12,57.2,57.62,-0.4199999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-03-20,2019-03-15,46.383,-0.47119591928887633,Normal,2019-03-19,59.29,59.58,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-03-27,2019-03-22,46.924,-0.46707817311817973,Normal,2019-03-26,60.1,60.23,-0.12999999999999545,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-04-03,2019-03-29,47.125,-0.4887502094234473,Normal,2019-04-02,62.61,62.6,0.00999999999999801,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-04-10,2019-04-05,45.992,-0.5945208414857289,Normal,2019-04-09,63.96,63.91,0.05000000000000426,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-04-17,2019-04-12,44.449,-0.7353500059458579,Normal,2019-04-16,64.19,64.26,-0.07000000000000739,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-04-24,2019-04-19,44.912,-0.7507929321169184,Normal,2019-04-23,66.24,66.06,0.1799999999999926,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-05-01,2019-04-26,45.177,-0.7619707978748975,Normal,2019-04-30,63.98,63.97,0.00999999999999801,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-05-08,2019-05-03,45.998,-0.7059089172493669,Normal,2019-05-07,61.51,61.54,-0.030000000000001137,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-05-15,2019-05-10,47.803,-0.5684443528834922,Normal,2019-05-14,61.96,62.08,-0.11999999999999744,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-05-22,2019-05-17,49.069,-0.46950841220671163,Normal,2019-05-21,63.13,63.21,-0.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-05-30,2019-05-24,49.053,-0.4426601155839604,Normal,2019-05-29,58.95,58.99,-0.03999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-06-05,2019-05-31,50.844,-0.278234543301479,Normal,2019-06-04,53.63,53.71,-0.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-06-12,2019-06-07,52.94,-0.08020118610422744,Normal,2019-06-11,53.52,53.68,-0.1599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-06-19,2019-06-14,53.582,0.02881898069573643,Normal,2019-06-18,54.11,54.19,-0.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-06-26,2019-06-21,51.836,-0.021850783048685953,Normal,2019-06-25,57.89,57.8,0.09000000000000341,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-07-03,2019-06-28,52.5,0.07665461354728431,Normal,2019-07-02,56.34,56.28,0.060000000000002274,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-07-10,2019-07-05,52.178,0.10787754926651436,Normal,2019-07-09,57.94,57.91,0.030000000000001137,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-07-17,2019-07-12,50.827,0.07290881417975974,Normal,2019-07-16,57.74,57.71,0.030000000000001137,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-07-24,2019-07-19,50.398,0.07992828232930728,Normal,2019-07-23,56.85,56.89,-0.03999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-07-31,2019-07-26,48.865,0.014975896993320872,Normal,2019-07-30,58.11,58.11,0.0,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-08-07,2019-08-02,47.361,-0.05450983461177852,Normal,2019-08-06,53.59,53.53,0.060000000000002274,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-08-14,2019-08-09,44.821,-0.1927809319767795,Normal,2019-08-13,57.1,56.87,0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-08-21,2019-08-16,42.336,-0.32561328730195777,Normal,2019-08-20,56.13,55.8,0.3300000000000054,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-08-28,2019-08-23,40.356,-0.433010429008828,Normal,2019-08-27,54.77,54.46,0.3100000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-09-05,2019-08-30,40.126,-0.453032509879762,Normal,2019-09-04,56.1,55.8,0.30000000000000426,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-09-11,2019-09-06,39.328,-0.513765515143303,Normal,2019-09-10,57.29,57.0,0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-09-18,2019-09-13,38.681,-0.5689982775757858,Normal,2019-09-17,59.1,58.57,0.5300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-09-25,2019-09-20,40.937,-0.4644846274158399,Normal,2019-09-24,57.08,56.63,0.44999999999999574,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-10-02,2019-09-27,40.736,-0.49977086356684464,Normal,2019-10-01,53.5,53.24,0.259999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-10-09,2019-10-04,41.677,-0.4743586097323466,Normal,2019-10-08,52.62,52.49,0.12999999999999545,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-10-17,2019-10-11,42.953,-0.44367091386473034,Normal,2019-10-16,53.45,53.47,-0.01999999999999602,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-10-23,2019-10-18,44.459,-0.40401019933265003,Normal,2019-10-22,54.48,54.5,-0.020000000000003126,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-10-30,2019-10-25,46.031,-0.3495425246145976,Normal,2019-10-29,55.68,55.64,0.03999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-11-06,2019-11-01,47.745,-0.2703240795132327,Normal,2019-11-05,57.29,57.15,0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-11-14,2019-11-08,46.516,-0.39956168448437085,Normal,2019-11-13,57.2,57.09,0.10999999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-11-20,2019-11-15,44.221,-0.6184451554055109,Normal,2019-11-19,55.35,55.26,0.09000000000000341,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-11-27,2019-11-22,44.124,-0.6817884264977986,Normal,2019-11-26,58.32,58.06,0.259999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-12-04,2019-11-29,43.822,-0.753918245343442,Normal,2019-12-03,56.03,55.82,0.21000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-12-11,2019-12-06,40.429,-1.1175136268632588,Low,2019-12-10,59.14,58.88,0.259999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-12-18,2019-12-13,40.164,-1.2329262197204878,Low,2019-12-17,60.87,60.53,0.3399999999999963,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2019-12-27,2019-12-20,37.771,-1.5222074548974522,Low,2019-12-26,61.48,61.16,0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-01-03,2019-12-27,36.322,-1.6853143957203238,Low,2020-01-02,60.95,60.64,0.3100000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-01-08,2020-01-03,35.501,-1.1277768489162519,Low,2020-01-07,62.51,62.21,0.29999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-01-15,2020-01-10,35.843,-1.0644976247861442,Low,2020-01-14,58.26,58.19,0.07000000000000028,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-01-23,2020-01-17,34.882,-1.090603568365387,Low,2020-01-22,56.76,56.66,0.10000000000000142,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-01-29,2020-01-24,35.64,-0.9862752849112122,Normal,2020-01-28,53.52,53.48,0.04000000000000625,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-02-05,2020-01-31,36.708,-0.8823833124452259,Normal,2020-02-04,49.8,50.01,-0.21000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-02-12,2020-02-07,38.376,-0.679326056392229,Normal,2020-02-11,50.17,50.45,-0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-02-20,2020-02-14,38.243,-0.6400695189831023,Normal,2020-02-19,53.49,53.74,-0.25,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-02-26,2020-02-21,39.149,-0.5484918307248201,Normal,2020-02-25,50.06,50.13,-0.07000000000000028,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-03-04,2020-02-28,37.178,-0.6785686530784422,Normal,2020-03-03,47.33,47.45,-0.12000000000000455,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-03-11,2020-03-06,37.882,-0.6398428244666958,Normal,2020-03-10,34.73,35.14,-0.4100000000000037,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-03-18,2020-03-13,38.445,-0.6333864149913894,Normal,2020-03-17,27.33,28.05,-0.7200000000000024,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-03-25,2020-03-20,39.303,-0.6011053578867965,Normal,2020-03-24,26.2,28.05,-1.8500000000000014,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-04-01,2020-03-27,42.824,-0.3949968745298884,Normal,2020-03-31,24.51,27.69,-3.1799999999999997,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-04-08,2020-04-03,49.241,0.012040869883790162,Normal,2020-04-07,28.69,31.84,-3.1499999999999986,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-04-15,2020-04-10,54.965,0.3901342327619132,Normal,2020-04-14,27.4,31.87,-4.470000000000002,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-04-22,2020-04-17,59.741,0.7264499546573271,Normal,2020-04-21,11.57,18.69,-7.120000000000001,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-04-29,2020-04-24,63.378,1.0022495042024373,High,2020-04-28,17.6,21.17,-3.5700000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-05-06,2020-05-01,65.446,1.1864431821746741,High,2020-05-05,26.49,28.09,-1.6000000000000014,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-05-13,2020-05-08,62.444,0.9884081668663779,Normal,2020-05-12,26.33,27.43,-1.1000000000000014,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-05-20,2020-05-15,56.857,0.5653271033316112,Normal,2020-05-19,31.96,32.47,-0.509999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-05-28,2020-05-22,53.462,0.30064570918197614,Normal,2020-05-27,33.23,33.69,-0.46000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-06-03,2020-05-29,51.723,0.17686195942022145,Normal,2020-06-02,37.06,37.35,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-06-10,2020-06-05,49.444,0.02509501520759359,Normal,2020-06-09,39.16,39.38,-0.22000000000000597,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-06-17,2020-06-12,46.836,-0.12593595864418689,Normal,2020-06-16,38.65,38.87,-0.21999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-06-24,2020-06-19,45.845,-0.1427120581618543,Normal,2020-06-23,40.51,40.63,-0.12000000000000455,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-07-01,2020-06-26,45.582,-0.0990793776057028,Normal,2020-06-30,39.34,39.48,-0.13999999999999346,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-07-08,2020-07-03,47.788,0.12711182417311495,Normal,2020-07-07,40.7,40.84,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-07-15,2020-07-10,48.737,0.25955826379635194,Normal,2020-07-14,40.55,40.73,-0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-07-22,2020-07-17,50.112,0.415851282232792,Normal,2020-07-21,41.92,42.06,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-07-29,2020-07-24,51.421,0.5632649092972574,Normal,2020-07-28,41.28,41.52,-0.240000000000002,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-08-05,2020-07-31,51.953,0.6545868315168993,Normal,2020-08-04,41.91,42.21,-0.30000000000000426,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-08-12,2020-08-07,53.289,0.7879521250167484,Normal,2020-08-11,41.87,42.2,-0.3300000000000054,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-08-19,2020-08-14,52.682,0.7766661159780589,Normal,2020-08-18,43.12,43.44,-0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-08-26,2020-08-21,52.403,0.7752761571168544,Normal,2020-08-25,43.65,43.94,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-09-02,2020-08-28,52.513,0.7814859583073944,Normal,2020-09-01,43.08,43.41,-0.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-09-10,2020-09-04,54.351,0.8931841065822738,Normal,2020-09-09,38.41,38.87,-0.46000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-09-16,2020-09-11,54.277,0.8569044659225541,Normal,2020-09-15,38.55,38.93,-0.38000000000000256,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-09-23,2020-09-18,54.281,0.8112676074205966,Normal,2020-09-22,39.8,40.09,-0.29000000000000625,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-09-30,2020-09-25,56.066,0.8788999180368655,Normal,2020-09-29,39.56,39.88,-0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-10-07,2020-10-02,56.536,0.8584087976713577,Normal,2020-10-06,40.93,41.27,-0.3400000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-10-15,2020-10-09,59.442,0.9941930656439263,Normal,2020-10-14,41.34,41.66,-0.3199999999999932,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-10-21,2020-10-16,60.417,1.0270780083445306,High,2020-10-20,41.7,41.97,-0.269999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-10-28,2020-10-23,59.995,0.9973104052607114,Normal,2020-10-27,39.87,40.18,-0.3100000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-11-04,2020-10-30,60.931,1.0982181433005038,High,2020-11-03,37.99,38.41,-0.4199999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-11-12,2020-11-06,60.413,1.1242481266268156,High,2020-11-11,41.74,42.06,-0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-11-18,2020-11-13,61.613,1.3437290410677138,High,2020-11-17,41.65,41.9,-0.25,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-11-25,2020-11-20,59.892,1.315985335130077,High,2020-11-24,45.11,45.25,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-12-02,2020-11-27,59.575,1.4566841860775077,High,2020-12-01,44.73,44.88,-0.15000000000000568,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-12-09,2020-12-04,58.211,1.5530669028107849,High,2020-12-08,45.8,45.96,-0.1600000000000037,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-12-16,2020-12-11,58.409,1.4947455727582029,High,2020-12-15,47.78,47.88,-0.10000000000000142,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-12-23,2020-12-18,58.383,1.4179311477994017,High,2020-12-22,47.16,47.26,-0.10000000000000142,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2020-12-30,2020-12-25,58.41,1.3157333728803515,High,2020-12-29,48.14,48.25,-0.10999999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-01-06,2021-01-01,59.202,2.155022668139253,High,2021-01-05,50.01,50.04,-0.030000000000001137,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-01-13,2021-01-08,57.227,2.188674666258065,High,2021-01-12,53.24,53.16,0.0800000000000054,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-01-22,2021-01-15,52.5,1.859767985323337,High,2021-01-21,53.05,52.87,0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-01-27,2021-01-22,50.219,1.884087863211775,High,2021-01-26,52.52,52.36,0.1600000000000037,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-02-03,2021-01-29,48.702,2.1333647833995903,High,2021-02-02,54.62,54.36,0.259999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-02-10,2021-02-05,48.044,1.9112869311670273,High,2021-02-09,58.25,57.97,0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-02-18,2021-02-12,45.016,1.2425581053957417,High,2021-02-17,61.16,60.76,0.3999999999999986,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-02-24,2021-02-19,47.823,1.6188629730004946,High,2021-02-23,61.43,60.96,0.46999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-03-03,2021-02-26,48.308,1.5753279372164388,High,2021-03-02,59.57,59.17,0.3999999999999986,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-03-10,2021-03-05,48.834,1.5313864334757608,High,2021-03-09,63.99,63.69,0.30000000000000426,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-03-17,2021-03-12,48.21,1.2548029699968035,High,2021-03-16,64.86,64.68,0.1799999999999926,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-03-24,2021-03-19,46.275,0.8096380518222962,Normal,2021-03-23,57.78,57.64,0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-03-31,2021-03-26,47.057,0.7134740497577188,Normal,2021-03-30,60.56,60.35,0.21000000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-04-07,2021-04-02,46.322,0.42937681959173646,Normal,2021-04-06,59.37,59.32,0.04999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-04-14,2021-04-09,46.668,0.28228544670830485,Normal,2021-04-13,60.24,60.19,0.05000000000000426,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-04-21,2021-04-16,45.35,0.0003731078812678309,Normal,2021-04-20,62.67,62.6,0.07000000000000028,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-04-28,2021-04-23,46.072,-0.03055912618932295,Normal,2021-04-27,62.8,62.48,0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-05-05,2021-04-30,46.326,-0.06065726375743742,Normal,2021-05-04,65.61,65.33,0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-05-12,2021-05-07,45.905,-0.12683322047091042,Normal,2021-05-11,65.3,65.15,0.14999999999999147,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-05-19,2021-05-14,45.763,-0.14947519422219488,Normal,2021-05-18,65.5,65.33,0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-05-26,2021-05-21,44.755,-0.22405195736302808,Normal,2021-05-25,65.79,65.32,0.4700000000000131,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-06-03,2021-05-28,45.539,-0.07480969809198615,Normal,2021-06-02,68.63,68.17,0.45999999999999375,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-06-09,2021-06-04,45.704,0.0417886491819297,Normal,2021-06-08,69.87,69.4,0.46999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-06-16,2021-06-11,43.554,-0.08907047328920212,Normal,2021-06-15,71.86,71.14,0.7199999999999989,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-06-23,2021-06-18,41.721,-0.19600888561135765,Normal,2021-06-22,72.85,72.05,0.7999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-06-30,2021-06-25,40.261,-0.2685926115617428,Normal,2021-06-29,72.31,71.41,0.9000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-07-08,2021-07-02,39.647,-0.2543821753516641,Normal,2021-07-07,71.5,70.42,1.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-07-14,2021-07-09,38.058,-0.3235078591325667,Normal,2021-07-13,74.69,73.69,1.0,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-07-21,2021-07-16,36.711,-0.3841051182089195,Normal,2021-07-20,67.2,66.62,0.5799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-07-28,2021-07-23,35.443,-0.4494326407241373,Normal,2021-07-27,71.14,70.42,0.7199999999999989,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-08-04,2021-07-30,34.9,-0.4584284791725222,Normal,2021-08-03,70.03,69.44,0.5900000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-08-11,2021-08-06,34.575,-0.45816788125190233,Normal,2021-08-10,68.06,67.69,0.37000000000000455,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-08-18,2021-08-13,33.595,-0.5086146947235515,Normal,2021-08-17,66.34,65.99,0.3500000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-08-25,2021-08-20,33.665,-0.4710375656458148,Normal,2021-08-24,67.25,66.86,0.39000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
