decision_date,week_ending,cushing_mbbl,inv_z,state,price_date,F2,F3,spread,price_identity,relationship
2021-09-01,2021-08-27,34.501,-0.39113672127369703,Normal,2021-08-31,68.26,67.94,0.3200000000000074,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-09-09,2021-09-03,36.419,-0.24130140934132335,Normal,2021-09-08,69.05,68.7,0.3499999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-09-15,2021-09-10,35.316,-0.3412779280365285,Normal,2021-09-14,70.23,69.83,0.4000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-09-22,2021-09-17,33.84,-0.4906317936188521,Normal,2021-09-21,70.49,70.14,0.3499999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-09-29,2021-09-24,33.971,-0.5302775011242044,Normal,2021-09-28,74.9,74.33,0.5700000000000074,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-10-06,2021-10-01,35.519,-0.47270326479811975,Normal,2021-10-05,78.57,78.09,0.47999999999998977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-10-14,2021-10-08,33.551,-0.7107078239228563,Normal,2021-10-13,79.82,79.12,0.6999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-10-20,2021-10-15,31.231,-1.0054886592090893,Low,2021-10-19,82.44,81.5,0.9399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-10-27,2021-10-22,27.332,-1.4308343085000768,Low,2021-10-26,83.36,81.89,1.4699999999999989,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-11-03,2021-10-29,26.416,-1.6381162473247077,Low,2021-11-02,82.44,80.88,1.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-11-10,2021-11-05,26.382,-1.770241244755616,Low,2021-11-09,82.56,81.05,1.5100000000000051,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-11-17,2021-11-12,26.598,-1.8668801695415038,Low,2021-11-16,79.74,78.54,1.1999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-11-24,2021-11-19,27.385,-1.90327668411419,Low,2021-11-23,77.94,77.27,0.6700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-12-01,2021-11-26,28.544,-1.8471391431593027,Low,2021-11-30,65.85,65.49,0.35999999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-12-08,2021-12-03,30.917,-1.6132241726168386,Low,2021-12-07,71.84,71.56,0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-12-15,2021-12-10,32.211,-1.467550591999635,Low,2021-12-14,70.52,70.26,0.2599999999999909,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-12-22,2021-12-17,33.674,-1.2990410555719953,Low,2021-12-21,70.82,70.44,0.37999999999999545,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2021-12-29,2021-12-24,34.729,-1.1149187364741273,Low,2021-12-28,75.6,75.13,0.46999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-01-05,2021-12-31,37.306,-0.7030472046839563,Normal,2022-01-04,76.74,76.38,0.35999999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-01-12,2022-01-07,34.838,-0.9258064066610666,Normal,2022-01-11,80.67,79.98,0.6899999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-01-20,2022-01-14,33.524,-1.1503708430467836,Low,2022-01-19,85.8,84.79,1.009999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-01-26,2022-01-21,31.701,-1.5092885097743818,Low,2022-01-25,84.37,83.29,1.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-02-02,2022-01-28,30.528,-1.907112459839298,Low,2022-02-01,86.46,85.02,1.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-02-09,2022-02-04,27.727,-2.644851635561651,Low,2022-02-08,87.9,86.55,1.3500000000000085,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-02-16,2022-02-11,25.827,-3.356801568419908,Low,2022-02-15,90.21,88.29,1.9199999999999875,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-02-24,2022-02-18,23.778,-4.1410479223247645,Low,2022-02-23,90.69,89.08,1.6099999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-03-02,2022-02-25,22.806,-4.755408114239119,Low,2022-03-01,100.21,96.24,3.969999999999999,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-03-09,2022-03-04,22.221,-5.315228157337984,Low,2022-03-08,119.65,115.21,4.440000000000012,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-03-16,2022-03-11,24.007,-5.20830569948107,Low,2022-03-15,94.79,92.83,1.960000000000008,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-03-23,2022-03-18,25.242,-4.740247917605862,Low,2022-03-22,109.27,106.55,2.719999999999999,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-03-30,2022-03-25,24.233,-4.417228431313363,Low,2022-03-29,102.05,99.65,2.3999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-04-06,2022-04-01,25.887,-3.6824776117641007,Low,2022-04-05,100.68,99.55,1.1300000000000097,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-04-13,2022-04-08,26.337,-3.3103039535131957,Low,2022-04-12,100.15,99.4,0.75,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-04-20,2022-04-15,26.152,-3.32794149650524,Low,2022-04-19,102.05,101.16,0.8900000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-04-27,2022-04-22,27.45,-3.330575961773187,Low,2022-04-26,100.41,98.95,1.4599999999999937,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-05-04,2022-04-29,28.829,-3.232844480200047,Low,2022-05-03,100.9,99.22,1.6800000000000068,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-05-11,2022-05-06,28.242,-3.381687107296526,Low,2022-05-10,98.45,96.87,1.5799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-05-18,2022-05-13,25.839,-3.8401747225939893,Low,2022-05-17,109.63,106.76,2.8699999999999903,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-05-25,2022-05-20,24.778,-4.126077902542577,Low,2022-05-24,107.2,104.45,2.75,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-06-02,2022-05-27,25.034,-4.308444090563772,Low,2022-06-01,112.72,109.96,2.760000000000005,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-06-08,2022-06-03,23.441,-5.075832335615035,Low,2022-06-07,117.1,114.54,2.559999999999988,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-06-15,2022-06-10,22.615,-5.660956398069879,Low,2022-06-14,116.26,113.48,2.780000000000001,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-06-29,2022-06-24,21.261,-5.192942886316174,Low,2022-06-28,108.89,105.99,2.9000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-07-07,2022-07-01,21.33,-4.630596325150192,Low,2022-07-06,94.98,91.85,3.1300000000000097,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-07-13,2022-07-08,21.646,-4.145900090628657,Low,2022-07-12,93.31,90.7,2.6099999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-07-20,2022-07-15,22.789,-3.6155134303372845,Low,2022-07-19,100.74,97.45,3.289999999999992,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-07-27,2022-07-22,23.54,-3.1807517688521347,Low,2022-07-26,92.88,91.32,1.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-08-03,2022-07-29,24.466,-2.8122234515475,Low,2022-08-02,93.22,92.29,0.9299999999999926,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-08-10,2022-08-05,25.189,-2.546773191210332,Low,2022-08-09,89.67,88.9,0.769999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-08-17,2022-08-12,25.381,-2.4028142125938663,Low,2022-08-16,86.16,85.86,0.29999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-08-24,2022-08-19,25.807,-2.2404272405910457,Low,2022-08-23,93.25,92.53,0.7199999999999989,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-08-31,2022-08-26,25.284,-2.2272491296918666,Low,2022-08-30,91.17,90.46,0.710000000000008,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-09-08,2022-09-02,24.783,-2.203564086643671,Low,2022-09-07,81.63,81.25,0.37999999999999545,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-09-14,2022-09-09,24.648,-2.1835990432609402,Low,2022-09-13,86.89,86.25,0.6400000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-09-21,2022-09-16,24.991,-2.0723391625049463,Low,2022-09-20,83.94,83.28,0.6599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-09-28,2022-09-23,25.683,-1.912343097702313,Low,2022-09-27,77.81,76.93,0.8799999999999955,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-10-05,2022-09-30,25.956,-1.7628912539837203,Low,2022-10-04,85.5,84.17,1.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-10-13,2022-10-07,25.647,-1.6735067650097655,Low,2022-10-12,86.06,84.74,1.3200000000000074,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-10-19,2022-10-14,26.23,-1.5420228759536103,Low,2022-10-18,82.07,81.29,0.7799999999999869,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-10-26,2022-10-21,26.897,-1.4140956698084994,Low,2022-10-25,84.31,83.15,1.1599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-11-02,2022-10-28,28.164,-1.2683213328346592,Low,2022-11-01,87.19,85.82,1.3700000000000045,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-11-09,2022-11-04,27.241,-1.2927756826962347,Low,2022-11-08,88.0,86.95,1.0499999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-11-16,2022-11-11,25.617,-1.3869469448962544,Low,2022-11-15,86.25,85.52,0.730000000000004,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-11-23,2022-11-18,24.73,-1.4484310883775995,Low,2022-11-22,80.73,80.48,0.25,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-11-30,2022-11-25,24.315,-1.502835988262511,Low,2022-11-29,78.28,78.32,-0.03999999999999204,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-12-07,2022-12-02,23.942,-1.5661684301446572,Low,2022-12-06,74.46,74.63,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-12-14,2022-12-09,24.368,-1.6094828600089637,Low,2022-12-13,75.44,75.58,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-12-21,2022-12-16,25.221,-1.6346146344030463,Low,2022-12-20,76.23,76.23,0.0,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2022-12-29,2022-12-23,25.026,-1.751135247619851,Low,2022-12-28,79.08,79.13,-0.04999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-01-05,2022-12-30,25.27,-1.8409458050748595,Low,2023-01-04,73.1,73.33,-0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-01-11,2023-01-06,27.781,-0.9968727382136248,Normal,2023-01-10,75.37,75.6,-0.22999999999998977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-01-19,2023-01-13,31.427,-0.7345469164490505,Normal,2023-01-18,79.8,80.03,-0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-01-25,2023-01-20,35.694,-0.3426004565179045,Normal,2023-01-24,80.44,80.65,-0.21000000000000796,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-02-01,2023-01-27,38.009,-0.09559000376659743,Normal,2023-01-31,79.17,79.38,-0.20999999999999375,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-02-08,2023-02-03,39.052,0.05620551678204961,Normal,2023-02-07,77.39,77.56,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-02-15,2023-02-10,39.711,0.2113162476183296,Normal,2023-02-14,79.24,79.4,-0.1600000000000108,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-02-23,2023-02-17,40.411,0.32768257280434404,Normal,2023-02-22,74.19,74.31,-0.12000000000000455,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-03-01,2023-02-24,40.718,0.3872027033486248,Normal,2023-02-28,77.19,77.14,0.04999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-03-08,2023-03-03,39.828,0.2935791307236284,Normal,2023-03-07,77.72,77.71,0.010000000000005116,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-03-15,2023-03-10,37.912,0.06491408340770603,Normal,2023-03-14,71.49,71.57,-0.0799999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-03-22,2023-03-17,36.849,-0.11060265439319995,Normal,2023-03-21,69.67,69.77,-0.09999999999999432,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-03-29,2023-03-24,35.217,-0.3209350697674413,Normal,2023-03-28,73.34,73.29,0.04999999999999716,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-04-05,2023-03-31,34.247,-0.47903929068378975,Normal,2023-04-04,80.72,80.43,0.28999999999999204,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-04-12,2023-04-07,33.838,-0.5899912915572647,Normal,2023-04-11,81.49,81.14,0.3499999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-04-19,2023-04-14,32.75,-0.7351041343824517,Normal,2023-04-18,80.9,80.61,0.29000000000000625,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-04-26,2023-04-21,33.069,-0.7517898403175283,Normal,2023-04-25,76.87,76.46,0.4100000000000108,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-05-03,2023-04-28,33.61,-0.7331559207717134,Normal,2023-05-02,71.55,71.27,0.28000000000000114,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-05-10,2023-05-05,34.007,-0.7015493637614922,Normal,2023-05-09,73.62,73.39,0.23000000000000398,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-05-17,2023-05-12,35.468,-0.5661616521610495,Normal,2023-05-16,70.84,70.66,0.18000000000000682,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-05-24,2023-05-19,37.23,-0.38889945296444656,Normal,2023-05-23,72.85,72.58,0.269999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-06-01,2023-05-26,38.858,-0.19034316332867898,Normal,2023-05-31,68.24,68.14,0.09999999999999432,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-06-07,2023-06-02,40.579,0.05134324639482896,Normal,2023-06-06,71.85,71.63,0.21999999999999886,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-06-14,2023-06-09,42.133,0.28306960765728584,Normal,2023-06-13,69.58,69.59,-0.010000000000005116,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-06-22,2023-06-16,42.035,0.354571322691195,Normal,2023-06-21,72.52,72.34,0.1799999999999926,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-06-28,2023-06-23,43.244,0.5154518721056094,Normal,2023-06-27,67.9,67.99,-0.0899999999999892,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-07-06,2023-06-30,42.844,0.527242677473952,Normal,2023-07-05,71.88,71.72,0.1599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-07-12,2023-07-07,41.239,0.4141490259391967,Normal,2023-07-11,74.71,74.44,0.269999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-07-19,2023-07-14,38.348,0.15449896461277335,Normal,2023-07-18,75.66,75.42,0.23999999999999488,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-07-26,2023-07-21,35.739,-0.08215620442289426,Normal,2023-07-25,79.2,78.75,0.45000000000000284,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-08-02,2023-07-28,34.48,-0.20773379546881895,Normal,2023-08-01,80.92,80.46,0.46000000000000796,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-08-09,2023-08-04,34.639,-0.20619179860233258,Normal,2023-08-08,82.36,81.85,0.5100000000000051,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-08-16,2023-08-11,33.802,-0.3004707272103951,Normal,2023-08-15,80.5,80.05,0.45000000000000284,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-08-23,2023-08-18,30.669,-0.5773167755596804,Normal,2023-08-22,79.64,79.35,0.29000000000000625,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-08-30,2023-08-25,29.165,-0.7072997295062283,Normal,2023-08-29,80.68,80.17,0.5100000000000051,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-09-07,2023-09-01,27.415,-0.8547861614985329,Normal,2023-09-06,86.79,85.93,0.8599999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-09-13,2023-09-08,24.965,-1.0598662800704364,Low,2023-09-12,88.16,87.36,0.7999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-09-20,2023-09-15,22.901,-1.2108398065957136,Low,2023-09-19,90.48,89.17,1.3100000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-09-27,2023-09-22,21.958,-1.2539842591096655,Low,2023-09-26,88.78,87.22,1.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-10-04,2023-09-29,22.09,-1.2013083528754012,Low,2023-10-03,87.44,85.77,1.6700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-10-12,2023-10-06,21.771,-1.182764809009425,Low,2023-10-11,82.07,80.92,1.1499999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-10-18,2023-10-13,21.013,-1.1971635884013139,Low,2023-10-17,85.44,84.3,1.1400000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-10-25,2023-10-20,21.226,-1.1410649823372103,Low,2023-10-24,82.97,82.14,0.8299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-11-01,2023-10-27,21.498,-1.0853895577821004,Low,2023-10-31,80.5,79.96,0.5400000000000063,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-11-15,2023-11-10,25.01,-0.8119046982596544,Normal,2023-11-14,78.17,77.98,0.18999999999999773,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-11-22,2023-11-17,25.868,-0.7542048210825419,Normal,2023-11-21,77.92,77.88,0.04000000000000625,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-11-29,2023-11-24,27.722,-0.6530424395833971,Normal,2023-11-28,76.59,76.66,-0.06999999999999318,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-12-06,2023-12-01,29.551,-0.5521853403382037,Normal,2023-12-05,72.53,72.7,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-12-13,2023-12-08,30.779,-0.5031426038381122,Normal,2023-12-12,68.85,69.09,-0.2400000000000091,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-12-20,2023-12-15,32.465,-0.4486209000011841,Normal,2023-12-19,73.94,74.21,-0.269999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2023-12-28,2023-12-22,33.973,-0.39074457406960544,Normal,2023-12-27,74.34,74.51,-0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-01-04,2023-12-29,34.679,-0.37870043124122527,Normal,2024-01-03,72.89,73.03,-0.14000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-01-10,2024-01-05,34.173,-0.18974402202023744,Normal,2024-01-09,72.29,72.33,-0.03999999999999204,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-01-18,2024-01-12,32.074,-0.512874470723978,Normal,2024-01-17,72.48,72.46,0.020000000000010232,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-01-24,2024-01-19,30.066,-0.7928454509815597,Normal,2024-01-23,74.27,74.16,0.10999999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-01-31,2024-01-26,28.094,-1.0442928974631467,Low,2024-01-30,77.65,77.48,0.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-02-07,2024-02-02,28.061,-1.0620859192604641,Low,2024-02-06,73.37,73.35,0.020000000000010232,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-02-14,2024-02-09,28.771,-0.9758486978211481,Normal,2024-02-13,77.56,77.24,0.3200000000000074,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-02-22,2024-02-16,29.512,-0.8603359142114011,Normal,2024-02-21,77.31,76.78,0.5300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-02-28,2024-02-23,30.97,-0.6622935891661289,Normal,2024-02-27,78.23,77.64,0.5900000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-03-06,2024-03-01,31.671,-0.5315323376037494,Normal,2024-03-05,77.41,76.82,0.5900000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-03-13,2024-03-08,31.451,-0.5183033313287791,Normal,2024-03-12,77.25,76.9,0.3499999999999943,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-03-20,2024-03-15,31.433,-0.5024710313851415,Normal,2024-03-19,82.73,82.08,0.6500000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-03-27,2024-03-22,33.54,-0.2620036373861245,Normal,2024-03-26,81.04,80.43,0.6099999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2024-04-03,2024-03-29,33.163,-0.2901052697512145,Normal,2024-04-02,84.22,83.29,0.9299999999999926,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
