z,D1,D2,D1_no_year_fe,D2_no_year_fe
-7.97524365552623,0.9986528637025011,0.9804976479781307,1.202741676763397,0.7407271767339143
-7.890088450916668,0.9869633242656489,0.9699234905019581,1.1886813284190125,0.7388462347466334
-7.804933246307107,0.975273784828797,0.9593493330257853,1.1746209800746283,0.7369652927593515
-7.7197780416975466,0.9635842453919453,0.9487751755496128,1.160560631730244,0.7350843507720701
-7.634622837087985,0.9518947059550932,0.9382010180734403,1.1465002833858595,0.7332034087847887
-7.549467632478423,0.9402051665182413,0.9276268605972675,1.132439935041475,0.7313224667975073
-7.464312427868863,0.9285156270813893,0.917052703121095,1.1183795866970907,0.7294415248102264
-7.379157223259302,0.9168260876445374,0.9064785456449224,1.1043192383527065,0.727560582822945
-7.29400201864974,0.9051365482076855,0.8959043881687496,1.090258890008322,0.7256796408356636
-7.20884681404018,0.8934470087708336,0.8853302306925771,1.0761985416639377,0.7237986988483827
-7.123691609430619,0.8817574693339818,0.8747560732164045,1.0621381933195535,0.7219177568611008
-7.038536404821057,0.8700679298971298,0.8641819157402318,1.0480778449751689,0.7200368148738194
-6.953381200211496,0.8583783904602778,0.8536077582640591,1.0340174966307845,0.7181558728865376
-6.868225995601935,0.846688851023426,0.8430336007878865,1.0199571482864003,0.7162749308992566
-6.783070790992374,0.834999311586574,0.832459443311714,1.0058967999420159,0.7143939889119757
-6.697915586382813,0.823309772149722,0.8218852858355412,0.9918364515976316,0.7125130469246943
-6.612760381773251,0.8116202327128701,0.8113111283593685,0.9777761032532472,0.7106321049374129
-6.52760517716369,0.7999306932760182,0.800736970883196,0.963715754908863,0.7087511629501311
-6.4424499725541295,0.7882411538391664,0.7901628134070233,0.9496554065644786,0.7068702209628501
-6.357294767944568,0.7765516144023143,0.7795886559308506,0.9355950582200941,0.7049892789755687
-6.272139563335007,0.7648620749654624,0.7690144984546781,0.9215347098757097,0.7031083369882873
-6.186984358725446,0.7531725355286105,0.7584403409785053,0.9074743615313253,0.701227395001006
-6.101829154115885,0.7414829960917586,0.7478661835023328,0.8934140131869411,0.6993464530137246
-6.016673949506323,0.7297934566549066,0.73729202602616,0.8793536648425566,0.6974655110264432
-5.931518744896763,0.7181039172180548,0.7267178685499874,0.8652933164981723,0.6955845690391618
-5.846363540287202,0.7064143777812029,0.7161437110738149,0.851232968153788,0.6937036270518808
-5.76120833567764,0.6947248383443508,0.7055695535976422,0.8371726198094036,0.691822685064599
-5.6760531310680795,0.683035298907499,0.6949953961214695,0.8231122714650193,0.6899417430773176
-5.590897926458518,0.671345759470647,0.6844212386452968,0.8090519231206349,0.6880608010900366
-5.505742721848957,0.6596562200337951,0.6738470811691243,0.7949915747762506,0.6861798591027553
-5.420587517239396,0.6479666805969432,0.6632729236929515,0.7809312264318661,0.6842989171154739
-5.335432312629835,0.6362771411600913,0.6526987662167789,0.7668708780874818,0.682417975128192
-5.250277108020273,0.6245876017232392,0.6421246087406063,0.7528105297430974,0.6805370331409111
-5.1651219034107125,0.6128980622863874,0.6315504512644337,0.7387501813987131,0.6786560911536297
-5.079966698801151,0.6012085228495354,0.620976293788261,0.7246898330543287,0.6767751491663483
-4.99481149419159,0.5895189834126836,0.6104021363120884,0.7106294847099444,0.6748942071790673
-4.9096562895820295,0.5778294439758317,0.5998279788359158,0.6965691363655601,0.6730132651917855
-4.824501084972468,0.5661399045389797,0.5892538213597431,0.6825087880211756,0.6711323232045041
-4.739345880362907,0.5544503651021279,0.5786796638835705,0.6684484396767914,0.6692513812172232
-4.6541906757533456,0.5427608256652758,0.5681055064073979,0.6543880913324068,0.6673704392299418
-4.569035471143785,0.5310712862284239,0.5575313489312252,0.6403277429880225,0.6654894972426599
-4.483880266534223,0.519381746791572,0.5469571914550525,0.6262673946436381,0.6636085552553785
-4.3987250619246625,0.5076922073547201,0.53638303397888,0.6122070462992538,0.6617276132680976
-4.313569857315101,0.496002667917868,0.5258088765027071,0.5981466979548694,0.6598466712808162
-4.22841465270554,0.4843131284810162,0.5152347190265346,0.5840863496104851,0.6579657292935346
-4.143259448095979,0.4726235890441642,0.5046605615503619,0.5700260012661007,0.6560847873062532
-4.058104243486418,0.46093404960731227,0.49408640407418936,0.5559656529217164,0.654203845318972
-3.972949038876857,0.44924451017046046,0.4835122465980167,0.5419053045773321,0.6523229033316906
-3.8877938342672955,0.43755497073360844,0.47293808912184415,0.5278449562329476,0.6504419613444092
-3.802638629657735,0.42586543129675664,0.46236393164567147,0.5137846078885633,0.6485610193571281
-3.717483425048173,0.4141758918599046,0.45178977416949884,0.4997242595441788,0.6466800773698467
-3.6323282204386125,0.40248635242305275,0.44121561669332626,0.4856639111997945,0.6447991353825651
-3.547173015829051,0.3907968129862007,0.4306414592171536,0.4716035628554101,0.6429181933952841
-3.46201781121949,0.37910727354934887,0.42006730174098095,0.4575432145110258,0.6410372514080025
-3.3768626066099285,0.3674177341124969,0.40949314426480826,0.4434828661666413,0.6391563094207211
-3.291707402000368,0.355728194675645,0.3989189867886357,0.429422517822257,0.6372753674334399
-3.206552197390806,0.344038655238793,0.38834482931246295,0.4153621694778726,0.6353944254461583
-3.1213969927812455,0.33234911580194115,0.3777706718362904,0.4013018211334883,0.6335134834588771
-3.0362417881716848,0.32065957636508924,0.3671965143601178,0.387241472789104,0.6316325414715958
-2.951086583562123,0.30897003692823727,0.35662235688394506,0.37318112444471957,0.6297515994843144
-2.8659313789525624,0.2972804974913854,0.34604819940777254,0.35912077610033527,0.627870657497033
-2.780776174343001,0.2855909580545334,0.3354740419315998,0.3450604277559508,0.6259897155097516
-2.69562096973344,0.2739014186176815,0.3248998844554272,0.3310000794115665,0.6241087735224703
-2.6104657651238785,0.26221187918082955,0.31432572697925454,0.3169397310671821,0.6222278315351888
-2.525310560514318,0.2505223397439777,0.3037515695030819,0.3028793827227978,0.6203468895479075
-2.440155355904757,0.23883280030712578,0.29317741202690933,0.2888190343784135,0.6184659475606262
-2.3550001512951955,0.2271432608702738,0.28260325455073665,0.27475868603402903,0.6165850055733448
-2.269844946685634,0.21545372143342184,0.2720290970745639,0.2606983376896446,0.6147040635860636
-2.184689742076074,0.2037641819965701,0.26145493959839144,0.24663798934526043,0.6128231215987822
-2.0995345374665124,0.19207464255971807,0.25088078212221876,0.23257764100087602,0.6109421796115008
-2.014379332856951,0.1803851031228661,0.24030662464604602,0.21851729265649156,0.6090612376242195
-1.9292241282473892,0.16869556368601407,0.2297324671698734,0.2044569443121071,0.6071802956369381
-1.8440689236378294,0.15700602424916232,0.21915830969370087,0.19039659596772296,0.6052993536496567
-1.7589137190282678,0.14531648481231035,0.2085841522175282,0.17633624762333855,0.6034184116623753
-1.6737585144187062,0.13362694537545838,0.1980099947413555,0.16227589927895408,0.6015374696750939
-1.5886033098091445,0.1219374059386064,0.1874358372651828,0.14821555093456962,0.5996565276878125
-1.5034481051995847,0.11024786650175465,0.17686167978901035,0.13415520259018548,0.5977755857005312
-1.418292900590023,0.09855832706490265,0.1662875223128376,0.12009485424580106,0.5958946437132497
-1.3331376959804615,0.08686878762805066,0.1557133648366649,0.10603450590141662,0.5940137017259685
-1.2479824913709017,0.07517924819119891,0.14513920736049246,0.09197415755703246,0.5921327597386872
-1.16282728676134,0.06348970875434691,0.13456504988431975,0.07791380921264802,0.5902518177514058
-1.0776720821517785,0.05180016931749491,0.12399089240814704,0.06385346086826359,0.5883708757641244
-1.0,0.04113786310123256,0.11434595253699198,0.05102868360779035,0.5866552239583575
-0.9925168775422168,0.04011062988064294,0.11269136951442357,0.04979311252387915,0.5821312273462893
-0.907361672932657,0.02842109044379118,0.09386281811422953,0.03573276417949499,0.5306497957210545
-0.8222064683230954,0.016731551006939183,0.07503426671403507,0.02167241583511055,0.4791683640958187
-0.7370512637135338,0.005042011570087199,0.05620571531384064,0.007612067490726099,0.4276869324705829
-0.6518960591039722,-0.006647527866764799,0.037377163913646205,-0.006448280853658339,0.3762055008453471
-0.5667408544944124,-0.018337067303616547,0.018548612513452162,-0.0205086291980425,0.3247240692201124
-0.48158564988485075,-0.03002660674046853,-0.00027993888674229805,-0.03456897754242694,0.2732426375948766
-0.39643044527528915,-0.04171614617732053,-0.01910849028693673,-0.048629325886811375,0.22176120596964077
-0.3112752406657293,-0.05340568561417228,-0.03793704168713079,-0.06268967423119554,0.17027977434440603
-0.2261200360561677,-0.06509522505102427,-0.056765593087325227,-0.07675002257557997,0.11879834271917022
-0.1409648314466061,-0.07678476448787626,-0.07559414448751967,-0.09081037091996441,0.06731691109393442
-0.05580962683704449,-0.08847430392472826,-0.09442269588771411,-0.10487071926434886,0.015835479468698628
0.02934557777251534,-0.10016384336158,-0.11325124728790815,-0.11893106760873301,-0.03564595215653611
0.11450078238207695,-0.11185338279843199,-0.1320797986881026,-0.13299141595311745,-0.0871273837817719
0.19965598699163856,-0.12354292223528399,-0.15090835008829706,-0.14705176429750189,-0.13860881540700773
0.28481119160120016,-0.13523246167213598,-0.1697369014884915,-0.16111211264188635,-0.19009024703224353
0.36996639621076,-0.14692200110898773,-0.18856545288868554,-0.17517246098627048,-0.24157167865747828
0.4551216008203216,-0.1586115405458397,-0.20739400428888,-0.18923280933065495,-0.2930531102827141
0.5402768054298832,-0.17030107998269173,-0.22622255568907443,-0.20329315767503936,-0.34453454190794985
0.625432010039443,-0.18199061941954348,-0.24505110708926847,-0.21735350601942355,-0.39601597353318463
0.7105872146490047,-0.19368015885639545,-0.26387965848946293,-0.23141385436380796,-0.4474974051584204
0.7957424192585663,-0.20536969829324744,-0.2827082098896574,-0.24547420270819242,-0.49897883678365623
0.8808976238681279,-0.21705923773009944,-0.3015367612898518,-0.25953455105257683,-0.5504602684088921
0.9660528284776877,-0.2287487771669512,-0.32036531269004587,-0.273594899396961,-0.6019417000341267
1.0,-0.23340881881794723,-0.32787132558531995,-0.2792000653888549,-0.6224648024987275
1.0512080330872493,-0.24043831660380316,-0.32994498679159556,-0.28765524774134543,-0.6276445834563932
1.136363237696811,-0.2521278560406552,-0.33339333334320864,-0.3017155960857299,-0.636258179423479
1.2215184423063725,-0.26381739547750716,-0.3368416798948217,-0.31577594443011436,-0.6448717753905646
1.3066736469159324,-0.2755069349143589,-0.34029002644643475,-0.3298362927744985,-0.6534853713576503
1.391828851525494,-0.28719647435121093,-0.3437383729980479,-0.3438966411188829,-0.662098967324736
1.4769840561350556,-0.2988860137880629,-0.347186719549661,-0.35795698946326737,-0.6707125632918218
1.5621392607446154,-0.31057555322491465,-0.35063506610127404,-0.37201733780765156,-0.6793261592589075
1.647294465354177,-0.3222650926617666,-0.3540834126528871,-0.38607768615203597,-0.6879397552259932
1.7324496699637386,-0.33395463209861864,-0.35753175920450025,-0.40013803449642044,-0.696553351193079
1.8176048745733002,-0.3456441715354706,-0.36098010575611333,-0.41419838284080485,-0.7051669471601647
1.90276007918286,-0.35733371097232236,-0.36442845230772647,-0.42825873118518903,-0.7137805431272503
1.9879152837924217,-0.3690232504091744,-0.36787679885933955,-0.44231907952957344,-0.7223941390943361
2.0730704884019833,-0.38071278984602636,-0.3713251454109526,-0.4563794278739579,-0.731007735061422
2.158225693011545,-0.3924023292828784,-0.3747734919625657,-0.4704397762183424,-0.7396213310285077
2.2433808976211047,-0.40409186871973013,-0.3782218385141788,-0.4845001245627265,-0.7482349269955934
2.3285361022306663,-0.4157814081565821,-0.38167018506579187,-0.4985604729071109,-0.7568485229626791
2.413691306840228,-0.42747094759343407,-0.38511853161740495,-0.5126208212514953,-0.7654621189297648
2.4988465114497878,-0.4391604870302858,-0.38856687816901797,-0.5266811695958795,-0.7740757148968505
2.5840017160593494,-0.45085002646713784,-0.3920152247206311,-0.5407415179402639,-0.7826893108639363
2.669156920668911,-0.4625395659039898,-0.39546357127224424,-0.5548018662846484,-0.791302906831022
2.7543121252784726,-0.47422910534084184,-0.3989119178238574,-0.5688622146290329,-0.7999165027981079
2.8394673298880324,-0.4859186447776936,-0.40236026437547034,-0.582922562973417,-0.8085300987651934
2.924622534497594,-0.49760818421454556,-0.4058086109270835,-0.5969829113178015,-0.8171436947322791
3.0097777391071556,-0.5092977236513975,-0.4092569574786966,-0.6110432596621859,-0.8257572906993651
3.0949329437167172,-0.5209872630882495,-0.41270530403030975,-0.6251036080065703,-0.8343708866664508
3.180088148326276,-0.5326768025251012,-0.41615365058192266,-0.6391639563509542,-0.8429844826335362
